"","targetColumns","Model","Material","elpd_diff","se_diff"
"1","Mineralogy","BLM1_NE","Full",0,0
"2","Mineralogy","BLM3","Full",-61933.6387812794,1648.42584481579
"3","Mineralogy","BLM1_E","Full",-1209179.55783581,32267.0988130486
"4","Mineralogy","BLM3","2",0,0
"5","Mineralogy","BLM1_NE","2",-7664.38492170284,215.037334656536
"6","Mineralogy","BLM1_E","2",-1372759.74285695,41513.970791608
"7","Mineralogy","BLM1_NE","1",0,0
"8","Mineralogy","BLM3","1",-5133.15912403763,444.373886097751
"9","Mineralogy","BLM1_E","1",-130404.068106867,6206.48615156884
"10","Mineralogy","BLM3","4",0,0
"11","Mineralogy","BLM1_NE","4",-1023.3764722587,64.0969470466663
"12","Mineralogy","BLM1_E","4",-92695.6570040487,6474.39353212495
"13","Mineralogy","BLM3","3",0,0
"14","Mineralogy","BLM1_NE","3",-296.759671431521,39.2583586721902
"15","Mineralogy","BLM1_E","3",-172823.748916112,16011.3257434154
