"","targetMaterialColumn","dataset","R2 type","model","median","lwr","upr"
"1","Mineralogy","Mineralogy","Conditional","BLM3_fit",0.998509298509542,0.998497409669263,0.99852118734982
"2","Mineralogy","Mineralogy","Marginal","BLM3_fit",0.0373432270707057,0.0364734786916589,0.0382129754497525
"3","Mineralogy","Mineralogy","BLM1_fit",NA,0.93689561122894,0.93011470949135,0.93968846468734
"4","Mineralogy","Mineralogy","BLM1_fit_NoErrors",NA,0.936839977334844,0.933159520631011,0.93911985265057
"5","Mineralogy","4","BLM1_fit",NA,0.954866840817078,0.405880764992857,0.980684638105797
"6","Mineralogy","4","BLM1_fit_NoErrors",NA,0.957232338365118,0.497964355688985,0.980664050681976
"7","Mineralogy","1","BLM1_fit",NA,0.75124420680478,0.359178814753897,0.788858232353949
"8","Mineralogy","1","BLM1_fit_NoErrors",NA,0.733153441035906,0.380275632551973,0.788738701076685
"9","Mineralogy","3","BLM1_fit",NA,0.902306724695787,0.890122462457522,0.908185495430664
"10","Mineralogy","3","BLM1_fit_NoErrors",NA,0.901700770808867,0.893554342252548,0.906965320644048
"11","Mineralogy","5","BLM1_fit",NA,0.971133182972552,0.709196062122071,0.986075427214287
"12","Mineralogy","5","BLM1_fit_NoErrors",NA,0.972296131277053,0.702577517743256,0.986083911435443
"13","Mineralogy","2","BLM1_fit",NA,0.451469629772225,0.0145346325513043,0.895811054336193
"14","Mineralogy","2","BLM1_fit_NoErrors",NA,0.651948001880815,0.00321115643432805,0.895600217768501
