"","targetColumns","Dataset","model","Material","meanBeta","sdBeta","meanAlpha","sdAlpha"
"1","SyntheticVSForam","Full","BLM1_fit",NA,0.0387347637235686,0.000253219448407191,0.160239337958331,0.00274631522947489
"2","SyntheticVSForam","Full","BLM1_fit_NoErrors",NA,0.0386867791099778,0.000254368536709594,0.160751452316058,0.00279691852854195
"3","SyntheticVSForam","Full","BLM3","1",0.040195849712039,0.00163206859175193,0.142061174232713,0.0194344663523136
"4","SyntheticVSForam","Full","BLM3","2",0.038795257623208,0.000313455585335328,0.160452978081442,0.00306053610869244
"5","SyntheticVSForam","Full","Deming",NA,0.0387077693698973,0.0005679048960256,0.158532085837803,0.00503766889005505
"6","SyntheticVSForam","Full","LM",NA,0.0386671460348485,0.000236029886699319,0.160958539843504,0.00255760594240548
"7","SyntheticVSForam","Full","Weighted",NA,0.0386676697619852,0.000234455902246094,0.160926466464086,0.00249957098051788
"8","SyntheticVSForam","Full","York",NA,0.0387251918588343,0.00057047715588037,0.15833121733011,0.00537685944548467
"9","SyntheticVSForam","subsets","BLM1_fit","1",0.0433679236593827,0.00174188423233504,0.104390122317686,0.0207335383000175
"10","SyntheticVSForam","subsets","BLM1_fit","2",0.038806031759683,0.00032723637317175,0.160347762319244,0.00322220041111924
"11","SyntheticVSForam","subsets","BLM1_fit_NoErrors","1",0.0403084876060693,0.00161373600805947,0.140747597252618,0.0192172280115982
"12","SyntheticVSForam","subsets","BLM1_fit_NoErrors","2",0.0387840981523036,0.000328924591906533,0.16057498546203,0.00323415373271812
"13","SyntheticVSForam","subsets","BLM3","1",0.0402578411944071,0.00162554431454695,0.141344213018308,0.0193222015800718
"14","SyntheticVSForam","subsets","BLM3","2",0.0387963815483296,0.00031454301101245,0.160443454882986,0.00308717151806463
"15","SyntheticVSForam","subsets","Deming","1",0.0467924404337537,0.00190175859351759,0.0651677279323582,0.0225006879538991
"16","SyntheticVSForam","subsets","Deming","2",0.0383258160651439,0.00347905627197617,0.161360175284526,0.0355062657464095
"17","SyntheticVSForam","subsets","LM","1",0.0403088166189229,0.00133066534172174,0.140757363173236,0.0159486257437028
"18","SyntheticVSForam","subsets","LM","2",0.0387948535612204,0.000305163343725063,0.160501561598466,0.00281228539480922
"19","SyntheticVSForam","subsets","Weighted","1",0.040254256737086,0.00129532111736087,0.14137683650225,0.0155498837557702
"20","SyntheticVSForam","subsets","Weighted","2",0.0387437681925864,0.000309459038257684,0.160880305709673,0.00284985715858154
"21","SyntheticVSForam","subsets","York","1",0.0467362416809303,0.00198547989928415,0.0658384027218981,0.0234836872186869
"22","SyntheticVSForam","subsets","York","2",0.0385450023602841,0.000688049599139998,0.159099401925776,0.00481092303777948
