"","targetMaterialColumn","dataset","model","median","lwr","upr"
"1","Mollusk","Mollusk","BLM1_fit",-6075.49055976303,-6209.62330547735,-5947.22560471838
"2","Mollusk","Mollusk","BLM1_fit_NoErrors",-4545.09403486847,-4671.26279891166,-4420.2637128625
"3","Mollusk","Mollusk","BLM3_fit",-6041.03357903839,-6208.11936963787,-3715.80349448519
"4","Mollusk","3","BLM1_fit",-5716.0848333301,-5868.98515312309,-5564.9634585269
"5","Mollusk","3","BLM1_fit_NoErrors",-3528.03896731141,-3634.12965023727,-3426.5330818347
"6","Mollusk","2","BLM1_fit",-799.491012008638,-849.620295971161,-753.560568525033
"7","Mollusk","2","BLM1_fit_NoErrors",-640.424317019043,-690.149192429858,-597.630090198813
"8","Mollusk","1","BLM1_fit",-147.233226682034,-170.376442332595,-137.132476903052
"9","Mollusk","1","BLM1_fit_NoErrors",-127.582707371152,-134.831006995835,-121.235172348386
