"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Teeth","Full",-8266.34051571876,-4232.82642183868,-8265.62410959579
"2","Teeth","2",-8062.63263276811,-4091.58016893882,-8062.81077641529
"3","Teeth","1",-206.018102498564,-161.815019130616,-205.811744478497
