"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","BenthicPlanktic","Full",-3291.17663800916,-1139.30757412694,-3290.96513132459
"2","BenthicPlanktic","2",-3099.9996889398,-1010.04869661585,-3099.95554012165
"3","BenthicPlanktic","1",-189.143637609722,-128.299476999046,-189.2853504611
