"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","CDESorICDES","Full",-9636.90664209587,-4208.91510756204,-9633.50753776183
"2","CDESorICDES","1",-3089.76749893017,-1349.29360055312,-3089.88057437634
"3","CDESorICDES","2",-6550.73193365969,-2932.61676141052,-6550.48906978043
