"","targetColumns","Model","Material","elpd_diff","se_diff"
"1","Mineralogy","BLM1_NE","Full",0,0
"2","Mineralogy","BLM3","Full",-61036.7385012499,1617.02243341664
"3","Mineralogy","BLM1_E","Full",-923678.165099567,24801.765183185
"4","Mineralogy","BLM1_NE","2",0,0
"5","Mineralogy","BLM3","2",-536.877492131173,20.0540988997003
"6","Mineralogy","BLM1_E","2",-3258290.16483332,98464.2449017664
"7","Mineralogy","BLM3","1",0,0
"8","Mineralogy","BLM1_NE","1",-2151.3975234977,273.527551621146
"9","Mineralogy","BLM1_E","1",-651555.44120172,31779.610313392
"10","Mineralogy","BLM3","4",0,0
"11","Mineralogy","BLM1_NE","4",-1551.14579569317,107.455124501023
"12","Mineralogy","BLM1_E","4",-194758.122404477,13403.8931069691
"13","Mineralogy","BLM3","3",0,0
"14","Mineralogy","BLM1_NE","3",-203.014844466614,8.33900986530737
"15","Mineralogy","BLM1_E","3",-173947.429287727,16103.8291562943
