"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","NaturalSynthetic","Full",-8254.16127742152,-2321.67186001417,-8254.24648179711
"2","NaturalSynthetic","1",-5325.58028424921,-1585.97780648087,-5325.7296566641
"3","NaturalSynthetic","2",-2928.70753137775,-731.777733833877,-2929.03053696954
