"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","SynCalForam","Full",-5282.32284747507,-2056.26903167252,-5284.56215191741
"2","SynCalForam","2",-1942.46605074633,-909.023756852406,-1942.49427716618
"3","SynCalForam","1",-3340.95655971877,-1155.75542733928,-3341.29252957062
