"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mineralogy","Full",-8565.49587040044,-3739.71600287866,-8564.97271921864
"2","Mineralogy","1",-1177.10927406288,-734.045487600613,-1177.2297781944
"3","Mineralogy","2",-7384.58846705048,-3007.3688078518,-7384.44298065353
