"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","NaturalSynthetic","Full",-9465.08037183978,-4240.8495549531,-9464.87685049913
"2","NaturalSynthetic","1",-6724.8764447828,-2916.625387065,-6725.21442268781
"3","NaturalSynthetic","2",-2741.4183053851,-1324.98684926536,-2741.34287619865
