"","targetMaterialColumn","dataset","R2 type","model","median","lwr","upr"
"1","Teeth","Teeth","Conditional","BLM1_fit",0.948979912928376,0.932154896155979,0.961234011465315
"2","Teeth","Teeth","Conditional","BLM1_fit_NoErrors",0.949742650238306,0.933090943219079,0.961337621861664
"3","Teeth","Teeth","Conditional","BLM3_fit",0.998762163572926,0.998262179804785,0.999107711401804
"4","Teeth","Teeth","Marginal","BLM3_fit",0.0372569683835359,0.0362680095484481,0.0381767568715036
"5","Teeth","2","BLM1_fit",NA,0.955350936707477,0.953784922172169,0.956514928260418
"6","Teeth","2","BLM1_fit_NoErrors",NA,0.955833844045709,0.954334614986033,0.956862766742139
"7","Teeth","1","BLM1_fit",NA,0.816203302279746,0.632785341725376,0.873521611476584
"8","Teeth","1","BLM1_fit_NoErrors",NA,0.862564606337403,0.649920007071909,0.879842500118227
