"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Mollusk","Full",-8266.27498472421,-4232.83332663303,-8265.66218764173
"2","Mollusk","2",-7246.81647575851,-3605.9993073946,-7246.60179446086
"3","Mollusk","1",-1019.01921691376,-641.209997738654,-1019.09113781438
