"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Lake","Full",-8266.38219222132,-4232.85024637038,-8266.94542122687
"2","Lake","2",-7585.60430243823,-3801.02676306469,-7585.73476171682
"3","Lake","1",-681.988470451848,-445.63246968963,-681.910614049169
