"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","Teeth","Full",-8254.24957756653,-2321.67469592482,-8254.41770206062
"2","Teeth","2",-8053.98859304347,-2252.79651201276,-8053.86131168882
"3","Teeth","1",-200.261929583733,-65.0060057782066,-200.193277094179
