"","targetColumns","Material","BLM1_fit","BLM1_fit_NoErrors","BLM3_fit"
"1","CDESorICDES","Full",-9636.62680367104,-4208.92915969639,-9633.78931311975
"2","CDESorICDES","1",-3089.85352438957,-1349.2950982364,-3089.64459696246
"3","CDESorICDES","2",-6550.56524009916,-2932.62032634013,-6550.55420708202
