"","dataset","Model","parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"1","Full","BLM1_fit","alpha",0.132543344952017,0.0102891247582255,0.122142924793179,0.127966960647416,0.131335992127308,0.13496058589091,0.148325854938529,1.15029541815535,380
"2","Full","BLM1_fit","beta",0.0404409694517246,0.000969227421261753,0.0389667157437856,0.0402371779763118,0.0405519015336922,0.04087265558053,0.0414042042522737,1.21457187692869,270
"3","Full","BLM1_fit","deviance",-5845.36962545266,49.4324454431126,-5943.06862053691,-5877.95984891466,-5845.53199429503,-5811.38225401414,-5748.96237601297,1.01095238453018,180
"4","Full","BLM1_fit","tauy",1081.30930784315,81.9991371769594,945.24315675265,1038.56541653735,1082.33386359645,1130.07669325604,1215.98066291509,1.11133424725872,310
"5","Full","BLM1_fit_NoErrors","alpha",0.131638026196879,0.00808651348290287,0.124636336621029,0.129437642993934,0.131870938021378,0.134096103117682,0.138972906451051,1.18709931301293,1500
"6","Full","BLM1_fit_NoErrors","beta",0.0405397210608832,0.000789042773235892,0.0398445619879565,0.04032205778675,0.0405252538557574,0.0407455105559296,0.0411970924347013,1.0768579330233,1500
"7","Full","BLM1_fit_NoErrors","deviance",-3068.31578417084,53.2712886616924,-3073.95310779206,-3072.63528656542,-3071.24851896271,-3069.06447793683,-3062.80963361243,1.09360923227722,1500
"8","Full","BLM1_fit_NoErrors","tau",1458.26767141127,90.7639743173285,1318.84192596752,1411.51565308306,1458.3087144722,1510.76028680708,1614.37933808914,1.04346143899283,1500
"9","Full","BLM1_fit","alpha",0.130131127695817,0.00671048792065714,0.120281473944503,0.126611759230348,0.129419622938415,0.133384735982447,0.140659127726381,1.10593246138257,52
"10","Full","BLM1_fit","beta",0.0405835115186419,0.00061153600357239,0.039642811771062,0.0402983774632132,0.0406423436955184,0.0409113053848199,0.0414878104930274,1.16728308155988,42
"11","Full","BLM1_fit","deviance",-5780.08866456064,50.0323533960758,-5879.38325247892,-5814.46713598525,-5780.12260688951,-5746.14587137731,-5686.41367551888,1.00507438792494,400
"12","Full","BLM1_fit","tauy",1081.04057436938,78.9604262276411,941.924087099015,1034.00387303882,1083.04003864001,1129.94747355165,1224.70992131319,1.05789442126464,690
"13","Full","BLM1_fit_NoErrors","alpha",0.130223959097392,0.00943580837944351,0.123183542157655,0.127795021884673,0.130086871362001,0.132407929108998,0.137150874666891,1.16006620428114,1500
"14","Full","BLM1_fit_NoErrors","beta",0.0405728976479244,0.000909456541741143,0.0399348770610169,0.0403835630593589,0.0405954836485753,0.0408172958152833,0.0412439046925059,1.26684757650221,1500
"15","Full","BLM1_fit_NoErrors","deviance",-3042.16868304138,72.5946609538184,-3048.78496231361,-3047.58291287013,-3046.03638563782,-3043.93394920474,-3036.86183204585,1.03555041421238,1500
"16","Full","BLM1_fit_NoErrors","tau",1402.9838689822,92.7084093475653,1261.55887433912,1353.52137347887,1404.17213830595,1453.94357897487,1554.4188704747,1.0260300265231,1500
"17","Full","BLM3_fit","alpha[1]",0.0773304173442627,0.0603832969704279,-0.0582291753358902,0.0406639356756883,0.0747600035693858,0.135811497513267,0.172962008931348,1.98375661427977,5
"18","Full","BLM3_fit","alpha[2]",0.235842940751865,0.0750377176547212,0.14245945198441,0.171492637042295,0.21342733450267,0.297863378683642,0.382009673973509,5.31363626718918,3
"19","Full","BLM3_fit","alpha[3]",0.193621232217147,0.073711708835826,0.0251020196934091,0.15896153218921,0.211280552745284,0.25034765332013,0.281422519775663,2.1815557133604,5
"20","Full","BLM3_fit","alpha[4]",0.158216114991444,0.0261921946988468,0.118860730259041,0.141899925922386,0.152775766622094,0.169148265498094,0.231962229957766,1.04693780459182,48
"21","Full","BLM3_fit","alpha[5]",0.172673983277574,0.014930328301032,0.158731461546643,0.16663504990101,0.170522100808014,0.174903124739359,0.198455003962221,1.02062683762783,160
"22","Full","BLM3_fit","alpha[6]",0.0868744276454432,0.0167504552252061,0.0712470584639731,0.0801842332887381,0.0850587485304138,0.0899967260352525,0.111426365780937,1.06300885938165,220
"23","Full","BLM3_fit","beta[1]",0.0442371398308144,0.00505582017831318,0.0361228428902584,0.0394601658062108,0.0445070731070331,0.0473133019253321,0.0555039895937971,2.06908473057352,5
"24","Full","BLM3_fit","beta[2]",0.0323250646512755,0.00619242938572282,0.0202084266410438,0.0271763058275954,0.0341858794103199,0.0377070652612735,0.0400264499920917,4.27800537344274,3
"25","Full","BLM3_fit","beta[3]",0.0354270776809535,0.00628517152605437,0.0280171653599576,0.0305996383080799,0.0338737626863167,0.0383769852776499,0.0497275512184502,2.77460008789907,4
"26","Full","BLM3_fit","beta[4]",0.0391267193303098,0.00226587260411502,0.0327933072013526,0.0381618437910853,0.039600385186211,0.0405251482565793,0.0424798142659823,1.0576789766956,53
"27","Full","BLM3_fit","beta[5]",0.0360999222546553,0.00248356117379314,0.0312530247733271,0.035747188454723,0.0364024308375191,0.0371270029970415,0.0384248777275464,1.02843942239903,430
"28","Full","BLM3_fit","beta[6]",0.0416106655220334,0.00185457678425901,0.0388700019722934,0.0412822225284312,0.0418180356806934,0.0423410311784202,0.043341435838823,1.13717073279939,450
"29","Full","BLM3_fit","conditionalR2",0.993897237400912,0.0101958610508464,0.962502775820104,0.99449002532396,0.998379885301288,0.999258087129295,0.999578187859004,1.00460990933486,1500
"30","Full","BLM3_fit","deviance",-5876.87056660528,49.5324307617429,-5971.26848149137,-5908.55718835319,-5878.84496731717,-5845.59875500643,-5777.78711445114,1.00022702516317,1500
"31","Full","BLM3_fit","marginalR2",0.14287600525432,0.229895800252684,0.0102260647113265,0.0173462585122177,0.0381285159824022,0.133073033268312,0.889166914676293,1.00056531556436,1500
"32","Full","BLM3_fit","alpha[1]",0.187408840717057,0.0802487126703924,0.0656956213290212,0.120426094328645,0.177552544614214,0.237845017115021,0.363835016398343,1.78329374842532,6
"33","Full","BLM3_fit","alpha[2]",0.244568675909794,0.0889707992492624,0.0316371740858283,0.223642108412778,0.266311934765675,0.288642470229272,0.40075451888281,2.09085004448641,5
"34","Full","BLM3_fit","alpha[3]",0.155392550181221,0.0480197799426198,0.0694920132600737,0.109716835513052,0.164142918371364,0.193024526874274,0.240688396860067,1.85398699616197,6
"35","Full","BLM3_fit","alpha[4]",0.119976444362457,0.0501254610481763,-0.00613881778455975,0.103530642363846,0.133950581678523,0.152071169503071,0.187674428806802,1.01621104844961,1400
"36","Full","BLM3_fit","alpha[5]",0.177071636598319,0.0171837067709233,0.160014613025971,0.169673345601756,0.175453908611673,0.180777278154712,0.205746559139493,1.04779720268639,340
"37","Full","BLM3_fit","alpha[6]",0.0840076091761766,0.0115419147678651,0.0690033154572756,0.077124728271686,0.0825829874258313,0.0888005089498716,0.106890307012507,1.04578797098426,130
"38","Full","BLM3_fit","beta[1]",0.0350426455731907,0.006714566896284,0.0202573701357066,0.0308985224762638,0.035822464957487,0.0406734931566099,0.0452018919147198,1.52403652770276,7
"39","Full","BLM3_fit","beta[2]",0.0317684545639084,0.00741238672348799,0.0187361216517877,0.0281165533616803,0.0299980387117505,0.0336168432793935,0.0494982196398877,2.59913620476993,4
"40","Full","BLM3_fit","beta[3]",0.0388670918092384,0.00413746559681927,0.0315167978278854,0.0356007673505479,0.0381150270302823,0.0427802635048232,0.0462939629232785,1.88134633073813,5
"41","Full","BLM3_fit","beta[4]",0.0422498453160568,0.00433175745632701,0.0363632107848772,0.0395253291458344,0.0410445969842449,0.0436804346405821,0.053360884169412,1.01962967017578,840
"42","Full","BLM3_fit","beta[5]",0.0356485467038092,0.00277908920099922,0.0311886933933365,0.0350944366381313,0.0358854328217848,0.0368363490405248,0.0383928464578887,1.08290254354593,1300
"43","Full","BLM3_fit","beta[6]",0.0418971794189138,0.00138295601044028,0.039342006696128,0.0414597292087392,0.0420746478613327,0.042615829414521,0.0434219613440688,1.03408630797256,170
"44","Full","BLM3_fit","conditionalR2",0.993274195625612,0.0109889921547979,0.957999098661942,0.993747624355468,0.9981957061074,0.999173495817854,0.999526242970303,1.00319009995902,1500
"45","Full","BLM3_fit","deviance",-5945.93824520576,50.7929659020821,-6040.07637657369,-5981.01158365067,-5948.39647232058,-5913.77080995819,-5837.12753294677,1.00017971637861,1500
"46","Full","BLM3_fit","marginalR2",0.14093941981072,0.226730196698831,0.010243727966052,0.0174570615658491,0.0371097548099539,0.133690749074581,0.888049748511377,1.00040020145293,1500
"47","5","BLM1_fit","alpha",0.162034446289584,0.0673500099864371,0.030838669446505,0.119758954325512,0.164661199657511,0.204927239818408,0.284237940458136,1.00217208234598,1500
"48","5","BLM1_fit","beta",0.0381130100181578,0.0109029680921921,0.0173791690990427,0.0312310022833876,0.0376141978452654,0.0449272679897611,0.0598285602705814,1.00198670317862,1500
"49","5","BLM1_fit","deviance",-165.824824158738,8.45839313050271,-181.484135064956,-172.054724558172,-166.020883563681,-160.175471794708,-148.219050200028,1.00169913423902,1300
"50","5","BLM1_fit","tauy",82.1139723559717,28.6162407531342,32.7348926212964,62.5106665390766,79.1749526801119,98.6311197245325,145.840727341345,1.00096186029512,1500
"51","5","BLM1_fit_NoErrors","alpha",0.165413253965837,0.0304079645390927,0.117308774681402,0.151158780455967,0.164993696633319,0.178522067374721,0.21130139119346,1.02146680848903,1500
"52","5","BLM1_fit_NoErrors","beta",0.037692281621146,0.00476082790830235,0.0302431712696843,0.0354176370813101,0.0375745865637046,0.0398450434711429,0.0450838058305757,1.02879669514111,610
"53","5","BLM1_fit_NoErrors","deviance",-83.0408030621416,8.39475149056999,-93.6321454470163,-87.7416161750846,-84.1182930273346,-79.5976100454602,-67.7880190475248,1.01450642228276,910
"54","5","BLM1_fit_NoErrors","tau",699.433725740264,243.633662752352,292.301293488453,526.808791708722,681.665207857373,845.777558085625,1221.3282788066,1.00976662063982,790
"55","5","BLM1_fit","alpha",0.20225790950269,0.0955493872138096,0.0444929520394375,0.140401031364883,0.189893244646032,0.250337309144932,0.441546888619295,1.09423227544769,29
"56","5","BLM1_fit","beta",0.0325888037985129,0.0136785783390064,-0.0023290310518931,0.025898499613437,0.0341699305414471,0.0412584701889481,0.0560160299314078,1.09492810211715,29
"57","5","BLM1_fit","deviance",-148.341625470967,8.50882935898838,-163.009827385573,-154.374435741772,-148.97714384248,-143.017620345381,-130.224809322168,1.00682974052171,310
"58","5","BLM1_fit","tauy",81.2284680684188,28.9143678411253,32.7170136187846,60.4261779307166,78.055022515321,98.6872919934394,145.76418309016,1.00790949757076,640
"59","5","BLM1_fit_NoErrors","alpha",0.163397059133316,0.0300496152472827,0.108357186909139,0.145268102546365,0.162880715224344,0.182195100361703,0.218189889002187,1.0006318670905,1500
"60","5","BLM1_fit_NoErrors","beta",0.0378468542848402,0.00487254529353063,0.030161198564006,0.0353897379216478,0.0378950379889341,0.0405108149872419,0.0455541556074568,1.03287249850695,1500
"61","5","BLM1_fit_NoErrors","deviance",-85.9561502949508,7.59609163673109,-96.8025025393788,-90.6669972697925,-86.6546438651453,-82.0916822535032,-71.69332857854,1.00430023380041,1500
"62","5","BLM1_fit_NoErrors","tau",757.804273277827,261.130432507556,334.007392140732,576.35877537092,739.069535639005,908.421668772581,1316.13476231039,1.00254188815871,1500
"63","2","BLM1_fit","alpha",0.204157297795659,0.108087999380422,0.0120214803251634,0.147996950198371,0.190303138959522,0.29270252036082,0.401531957762288,3.39341463329732,4
"64","2","BLM1_fit","beta",0.0353165771166996,0.00889404586247212,0.0191265014876974,0.0279624526445486,0.0364134102089149,0.0399429936862533,0.0509315662873222,3.46157081495856,4
"65","2","BLM1_fit","deviance",-675.110905087064,18.3381496486879,-709.758156260495,-687.104801990355,-675.890374746915,-663.951077764245,-636.575313445547,1.00018195236798,1500
"66","2","BLM1_fit","tauy",355.160447989167,57.012230419988,258.426595657548,314.630682850439,352.648488361665,389.935905748706,476.850710540369,1.01536984205524,160
"67","2","BLM1_fit_NoErrors","alpha",0.221502046847992,0.0649165547059866,0.140903088819374,0.195228672668244,0.222638615019386,0.248417467684129,0.300200937276179,1.05908797091277,710
"68","2","BLM1_fit_NoErrors","beta",0.0339261305855863,0.00545215465609061,0.0274851774330608,0.0317309038516415,0.0337954758466981,0.0361130378333133,0.0404100874825216,1.05336976681985,690
"69","2","BLM1_fit_NoErrors","deviance",-431.593596846659,14.497308128592,-441.89201911707,-436.624371402544,-432.953353242024,-428.316477737004,-418.262921245092,1.06183218861245,1500
"70","2","BLM1_fit_NoErrors","tau",1673.57555722512,266.274848945639,1212.84090894772,1492.54693064235,1659.33181202871,1834.43706168946,2222.84522228373,1.0208010266592,1000
"71","2","BLM1_fit","alpha",0.249450402402024,0.10187637006041,0.00468317753191812,0.202034419032215,0.26465085203912,0.317883923353233,0.405296077764301,1.3227284156575,14
"72","2","BLM1_fit","beta",0.0314378503500531,0.0083385952060842,0.0185011810524064,0.0258758023042718,0.0301725654696441,0.0353610037229931,0.051427139107291,1.272431426108,14
"73","2","BLM1_fit","deviance",-684.401252939926,18.0710133236685,-716.65064352352,-696.743229286333,-685.37826188383,-672.527879724543,-648.155745176501,1.00115115502371,1500
"74","2","BLM1_fit","tauy",366.201821270302,58.1574093173511,264.135384068634,325.05122101522,362.859345407388,404.085481563167,487.659136798879,1.00791753216609,420
"75","2","BLM1_fit_NoErrors","alpha",0.236689552829486,0.0622275196611222,0.166389294082707,0.213991802407797,0.238036056460509,0.262533139962244,0.306465311853115,1.0832305759927,1500
"76","2","BLM1_fit_NoErrors","beta",0.0325103947877699,0.00529709971345281,0.0268304563991501,0.0303280974223501,0.0323546194062572,0.0342804014248607,0.0382130400851542,1.00870617203185,880
"77","2","BLM1_fit_NoErrors","deviance",-446.612986098278,15.3143338068424,-457.979952252107,-452.045884760577,-448.204730120358,-443.215636052742,-430.639686079923,1.02996397589049,1500
"78","2","BLM1_fit_NoErrors","tau",1901.96186531182,306.954471078851,1336.240316695,1703.17871257783,1888.27589980049,2102.33306192106,2515.79188648119,1.01435428556662,1400
"79","4","BLM1_fit","alpha",0.165631957256685,0.0105508538756056,0.144816202304201,0.159265157562213,0.165982227875029,0.173351004739028,0.182916042068607,1.15179531438168,21
"80","4","BLM1_fit","beta",0.0385646772974896,0.000900797868340067,0.0370583157035748,0.0379001840621732,0.0385506336022506,0.0391204523409783,0.0403053227401901,1.14137598527136,22
"81","4","BLM1_fit","deviance",-5139.59124913177,44.4700481951477,-5226.44572653184,-5170.68633913578,-5140.54369818498,-5110.08130502963,-5054.96775436216,1.00313690637117,970
