"","Material","Freq","Model","elpd_diff","se_diff"
"1","Benthic",67,"BLM3",-11558.8716966946,557.131661688233
"2","Benthic",67,"BLM1_E",-545270.956472577,4263.27614184089
"3","Benthic",67,"BLM1_NE",0,0
"4","Planktic",193,"BLM1_E",-1370008.12158238,8244.02744618945
"5","Planktic",193,"BLM1_NE",0,0
"6","Planktic",193,"BLM3",-4591.44337210944,21.9802046378395
"7","Full",260,"BLM1_NE",0,0
"8","Full",260,"BLM3",-11409.8563729737,61.5892373904686
"9","Full",260,"BLM1_E",-1734102.91601834,10210.4928947952
