"","Material","Freq","Model","elpd_diff","se_diff"
"1","A",139,"BLM3",-2258.68196108834,31.8263726759766
"2","A",139,"BLM1_E",-27198.5177331094,388.302047059358
"3","A",139,"BLM1_NE",0,0
"4","C",596,"BLM1_E",-28368.6522683657,279.344959896666
"5","C",596,"BLM1_NE",0,0
"6","C",596,"BLM3",-1703.0806978224,37.5873378342545
"7","Full",735,"BLM3",0,0
"8","Full",735,"BLM1_NE",-8131.82689353126,57.787989121448
"9","Full",735,"BLM1_E",-40746.2124091283,335.436190026645
