Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source
2015,Kluge,,,,,,,,,NA9-90C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.4504575,0.01998836,91,7.541181118,0.5,0.021,,,70/90,,Petersen
2015,Kluge,,,,,,,,,NA7-70C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.50198,0.00419549,69.9,8.497382201,0.5,0.025,,,70/90,,Petersen
2015,Kluge,,,,,,,,,8-80C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.46802333,0.01314036,79.9,8.022829603,0.5,0.023,,,70/90,,Petersen
2015,Kluge,,,,,,,,,NA8-80C-Salt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.47391333,0.01711963,79.9,8.022829603,0.5,0.023,,,70/90,,Petersen
2015,Kluge,,,,,,,,,1-23C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.61170333,0.00312654,23.5,11.3634785,0.5,0.038,,,70/90,,Petersen
2015,Kluge,,,,,,,,,NA1-23C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.60974,0.00294341,23.5,11.3634785,0.5,0.038,,,70/90,,Petersen
2015,Kluge,,,,,,,,,7-70C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.49545,0.00695718,69.9,8.497382201,0.5,0.025,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R125C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.616135,0.01283566,25,11.24942624,2,0.149,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R380C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.483536,0.01144666,80,8.018286665,2,0.090,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R250C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.535772,0.01213865,50,9.576166301,2,0.117,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R6150C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.374118,0.00835367,150,5.584847382,2,0.052,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R8200C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.344064,0.00714014,200,4.466859692,2,0.038,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R4100C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.4601,0.00734273,100,7.181796716,2,0.076,,,70/90,,Petersen
2015,Kluge,,,,,,,,,5-50C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.52827,0.01299,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen
2015,Kluge,,,,,,,,,NA6-50C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.524945,0.012765,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R5125C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.404242,0.01437215,125,6.308216062,2,0.063,,,70/90,,Petersen
2015,Kluge,,,,,,,,,10-90C-NoSalt,A,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.42615,0.0256,91,7.541181118,0.5,0.021,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R10250C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.30394667,0.02201735,250,3.653823298,2,0.028,,,70/90,,Petersen
2015,Kluge,,,,,,,,,3-37C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.52579,0,37.5,10.36232679,0.5,0.033,,,70/90,,Petersen
2015,Kluge,,,,,,,,,Na4-37C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.52505,0,37.5,10.36232679,0.5,0.033,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R9225C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.313348,0.0108803,225,4.029765094,2,0.032,,,70/90,,Petersen
2015,Kluge,,,,,,,,,R7175C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.359918,0.00912062,175,4.97912694,2,0.044,,,70/90,,Petersen
2012,Passey and Henkes,,,,,,,,,NE-CC-1-650-RDX003,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.19912333,0.00049398,650,1.173425311,3,0.008,,,,,
2012,Passey and Henkes,,,,,,,,,NE-CC-1-600-RDX009,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.22521333,0.00384513,600,1.311663046,3,0.009,,,,,
2012,Passey and Henkes,,,,,,,,,NE-CC-1-700-RDX030,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.207895,0.000505,700,1.05594288,3,0.006,,,,,
2012,Passey and Henkes,,,,,,,,,NE-CC-1-560-RDX048,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.21669,0.00258612,560,1.440633809,3,0.010,,,,,
2012,Passey and Henkes,,,,,,,,,NE-CC-1-800-RDX056,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.21137,0.00242,800,0.8683186723,3,0.005,,,,,
2012,Passey and Henkes,,,,,,,,,MGB-CC-1-475-RDX116,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.22930333,0.00322772,475,1.786580706,3,0.014,,,,,
2018,van Dijk - 115 C ACID,,,,,,,,,8.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.632,0.009,8.5,12.60609248,1,0.089,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,18,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.562,0.007,18,11.79685961,1,0.081,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,23,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.546,0.005,23,11.40188158,1,0.077,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,27.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.571,0.013,27.5,11.06311899,1,0.073,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,37,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.538,0.015,37,10.39576441,1,0.067,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,42,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.512,0.013,42,10.06851397,1,0.064,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,47,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.51,0.018,47,9.75647616,1,0.061,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,52,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.483,0.008,52,9.458722478,1,0.058,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,57,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.469,0.017,57,9.174394202,1,0.055,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,62,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.468,0.015,62,8.902696179,1,0.053,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,250,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,18,0.237,0.01,250,3.653823298,10,0.136,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,400,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.15,0.018,400,2.206867707,10,0.064,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,800,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.125,0.009,800,0.8683186723,10,0.016,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,,800,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.124,0.008,800,0.8683186723,10,0.016,,,115,,
2018,van Dijk - 70 C ACID,,,,,,,,,8.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.586,0.014,8.5,12.60609248,1,0.089,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,,18,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.556,0.016,18,11.79685961,1,0.081,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,,27.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.538,0.029,27.5,11.06311899,1,0.073,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,,37,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.514,0.03,37,10.39576441,1,0.067,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,,52,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.456,0.022,52,9.458722478,1,0.058,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,,57,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.446,0.019,62,8.902696179,1,0.053,,,70,,
2019,Loffler,,Loxodonta ,africana,Loxodonta ,africana,,,,Elephant tooth Enamel,Apatite,Goethe,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,49,0.5771438,0.0024289,37,10.39576441,1,0.067,,,110,,
2019,Loffler,,Loxodonta ,africana,Loxodonta ,africana,,,,Elephant tooth dentine,Apatite,Goethe,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.5817401,0.003978,37,10.39576441,1,0.067,,,110,,
2019,Loffler,,Somniosus,microcephalus,Somniosus,microcephalus,,,,GL Shark enameloid,Apatite,Goethe,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.6547552,0.0034511,1,13.3052641,2,0.192,,,110,,
2019,Loffler,,Somniosus,microcephalus,Somniosus,microcephalus,,,,GL shark dentine,Apatite,Goethe,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.6665815,0.0078405,1,13.3052641,2,0.192,,,110,,
2019,Loffler,,Charcarius,taurus,Charcarius,taurus,,,,ST Shark dentine,Apatite,Goethe,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,13,0.6186421,0.0071365,20,11.63644183,1,0.079,,,110,,
2019,Loffler,,,,,,,,,Synthetic Apatite,Apatite,Goethe,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.6519916,0.0054524,7,12.74144683,1,0.090,,,110,,
2019,Loffler,,,,,,,,,Synthetic Apatite,Apatite,Goethe,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.5255541,0.0078947,59,9.064241885,0.5,0.027,,,110,,
2019,Loffler,,,,,,,,,Synthetic Apatite,Apatite,Goethe,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.5074719,0.0038745,80,8.018286665,0.5,0.023,,,110,,
2019,Piaseki,Foraminifera,Amphistegina,Amphistegina lessoni,Amphistegina,Amphistegina lessoni,Unknown,,,94MC-G Amphistegina lessoni,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,27,0.602,0.005,26.4,11.14451959,1.44,0.106,,,70,,
2019,Piaseki,Foraminifera,Amphisterigina,Amphisterigina radiata,Amphisterigina,Amphisterigina radiata,Unknown,,,19MC-G Amphisterigina radiata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,15,0.614,0.006,20.7,11.58106795,1.3,0.102,,,70,,
2019,Piaseki,Foraminifera,Cibicides,Cibicides lobatus,Cibicidoides,Cibicidoides lobatulus,Unknown,,,SO213-71-2 Cibicides lobatus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.652,0.005,6.6,12.77790955,1.38,0.125,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides mundulus,Cibicidoides,Cibicidoides mundulus,Unknown,,,MP46-MC Cibicidoides mundulus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.661,0.01,14.6,12.07728557,0.96,0.080,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides pachyderma,Cibicidoides,Cibicidoides pachyderma,Unknown,,,13MC-G Cibicidoides pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,14,0.66,0.008,11.3,12.35913636,2.52,0.216,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides pachyderma,Cibicidoides,Cibicidoides pachyderma,Unknown,,,50MC-G Cibicidoides pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,33,0.653,0.006,13.7,12.15319011,0.98,0.083,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides pachyderma,Cibicidoides,Cibicidoides pachyderma,Unknown,,,53MC-G Cibicidoides pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,14,0.645,0.009,12.1,12.28990975,1.02,0.087,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides pachyderma,Cibicidoides,Cibicidoides pachyderma,Unknown,,,89MC-G Cibicidoides pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.619,0.023,17.6,11.82934105,0.95,0.077,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides pachyderma,Cibicidoides,Cibicidoides pachyderma,Unknown,,,GS07-150-22-1 Cibicidoides pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,13,0.695,0.012,6,12.8328978,1.02,0.093,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides pachyderma,Cibicidoides,Cibicidoides pachyderma,Unknown,,,MP46-MC Cibicidoides pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.668,0.01,14.4,12.09409167,0.94,0.079,,,70,,
2019,Piaseki,Foraminifera,Cibicidoides,Cibicidoides pachyderma,Cibicidoides,Cibicidoides pachyderma,Unknown,,,SO213-54-4 Cibicidoides pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.665,0.011,4.3,12.99063982,1.08,0.101,,,70,,
2019,Piaseki,Foraminifera,Hoeglundina,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,13MC-G Hoeglundina elegans,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.642,0.01,7.7,12.67801156,0.94,0.084,,,70,,
2019,Piaseki,Foraminifera,Hoeglundina,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,13MC-G Hoeglundina elegans,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,14,0.667,0.013,6.7,12.76877921,1.17,0.106,,,70,,
2019,Piaseki,Foraminifera,Hoeglundina,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,19MC-G Hoeglundina elegans,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.693,0.009,11.7,12.32445015,0.93,0.080,,,70,,
2019,Piaseki,Foraminifera,Hoeglundina,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,89MC-G Hoeglundina elegans,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,26,0.617,0.007,19.3,11.69221381,6.64,0.513,,,70,,
2019,Piaseki,Foraminifera,Hoeglundina,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,94MC-G Hoeglundina elegans,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.616,0.007,17,11.87831533,2.41,0.195,,,70,,
2019,Piaseki,Foraminifera,Hoeglundina,Hoeglundina elegans,Hoeglundina,Hoeglundina elegans,Unknown,,,MP46-MC Hoeglundina elegans,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.636,0.009,11.3,12.35913636,0.93,0.080,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina convergens,Lenticulina,Lenticulina convergens,Unknown,,,13MC-G Lenticulina convergens,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.641,0.011,10.4,12.43771774,1.11,0.097,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina convergens,Lenticulina,Lenticulina convergens,Unknown,,,19MC-G Lenticulina convergens,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,13,0.648,0.009,18.1,11.78876015,1.35,0.109,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina convergens,Lenticulina,Lenticulina convergens,Unknown,,,50MC-G Lenticulina convergens,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.671,0.009,14.4,12.09409167,1.02,0.085,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina convergens,Lenticulina,Lenticulina convergens,Unknown,,,53MC-G Lenticulina convergens,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.659,0.009,11.4,12.35045109,1.14,0.098,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina iota,Lenticulina,Lenticulina iota,Unknown,,,13MC-G Lenticulina iota,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.639,0.009,11.3,12.35913636,1.24,0.107,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina iota,Lenticulina,Lenticulina iota,Unknown,,,19MC-G Lenticulina iota,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,13,0.648,0.005,14.8,12.06051448,0.99,0.083,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina iota,Lenticulina,Lenticulina iota,Unknown,,,53MC-G Lenticulina iota,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,43,0.651,0.004,12.2,12.28129734,1.33,0.114,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina iota,Lenticulina,Lenticulina iota,Unknown,,,94MC-G Lenticulina iota,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.624,0.025,19.4,11.68422187,1.37,0.109,,,70,,
2019,Piaseki,Foraminifera,Lenticulina,Lenticulina spp,Lenticulina,Lenticulina spp,Unknown,,,89MC-G Lenticulina spp,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.634,0.01,17.7,11.82120813,1.06,0.086,,,70,,
2019,Piaseki,Foraminifera,Melonis,Melonis barleannum,Melonis,Melonis affinis,Unknown,,,GS06-144-19 Melonis barleannum,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.694,0.008,3.3,13.08479164,1.4,0.132,,,70,,
2019,Piaseki,Foraminifera,Melonis,Melonis spp,Melonis,Melonis spp,Unknown,,,MP46-MC Melonis spp,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.635,0.012,14.1,12.11936667,2.66,0.221,,,70,,
2019,Piaseki,Foraminifera,Oridorsalus,Oridorsalus umbonatus,Oridorsalis,Oridorsalis umbonatus,Unknown,,,94MC-G Oridorsalis umbonatus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.635,0.014,18.9,11.72426372,0.96,0.077,,,70,,
2019,Piaseki,Foraminifera,Planulina,Planulina ariminensis,Planulina,Planulina ariminensis,Unknown,,,GS07-150-22-1 Planulina ariminensis,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.646,0.007,6.8,12.75965865,1.33,0.120,,,70,,
2019,Piaseki,Foraminifera,Pyrgo,Pyrgo serrata,Pyrgo,Pyrgo serrata,Unknown,,,13MC-G Pyrgo serrata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.648,0.013,7.3,12.71420212,1.03,0.093,,,70,,
2019,Piaseki,Foraminifera,Pyrgo,Pyrgo serrata,Pyrgo,Pyrgo serrata,Unknown,,,53MC-G Pyrgo serrata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.682,0.009,8,12.65096995,1.04,0.093,,,70,,
2019,Piaseki,Foraminifera,Pyrgo,Pyrgo spp,Pyrgo,Pyrgo spp,Unknown,,,19MC-G Pyrgo spp,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.625,0.02,13.4,12.1786507,2.07,0.174,,,70,,
2019,Piaseki,Foraminifera,Pyrgo,Pyrgo spp,Pyrgo,Pyrgo spp,Unknown,,,50MC-G Pyrgo spp,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.611,0.009,13.1,12.20419138,1.02,0.087,,,70,,
2019,Piaseki,Foraminifera,Pyrgo,Pyrgo spp,Pyrgo,Pyrgo spp,Unknown,,,89MC-G Pyrgo spp,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.632,0.012,15,12.04377829,1.72,0.143,,,70,,
2019,Piaseki,Foraminifera,Pyrgo,Pyrgo spp,Pyrgo,Pyrgo spp,Unknown,,,GS07-150-17-2 Pyrgo spp,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.675,0.005,4,13.01877838,2.19,0.203,,,70,,
2019,Piaseki,Foraminifera,Pyrgo,Pyrgo spp,Pyrgo,Pyrgo spp,Unknown,,,GS07-150-22-1 Pyrgo spp,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,42,0.66,0.008,5.6,12.86975407,1.45,0.133,,,70,,
2019,Piaseki,Foraminifera,Uvigerina,Uvigerina mediterranea,Uvigerina,Uvigerina mediterranea,Unknown,,,94MC-G Uvigerina mediteranea,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,15,0.603,0.01,16.9,11.88650727,0.93,0.076,,,70,,
2019,Piaseki,Foraminifera,Uvigerina,Uvigerina mediterranea,Uvigerina,Uvigerina mediterranea,Unknown,,,MP43-BC Uvigerina mediteranea,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,33,0.634,0.007,12.6,12.24693807,0.98,0.084,,,70,,
2019,Piaseki,Foraminifera,Uvigerina,Uvigerina peregrina,Uvigerina,Uvigerina peregrina,Unknown,,,MP46-MC Uvigerina mediteranea,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,1,0.635,0.004,12.5,12.25551436,1.02,0.087,,,70,,
2019,Piaseki,Foraminifera,Uvigerina,Uvigerina peregrina,Uvigerina,Uvigerina peregrina,Unknown,,,SO213-71-2 Uvigerina mediteranea,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.666,0.006,3.9,13.02817822,2.41,0.224,,,70,,
2019,Piaseki,Foraminifera,Uvigerina,Uvigerina peregrina,Uvigerina,Uvigerina peregrina,Unknown,,,13MC-G Uvigerina perigrina,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,24,0.656,0.007,10,12.47288356,1.04,0.091,,,70,,
2019,Piaseki,Foraminifera,Uvigerina,Uvigerina peregrina,Uvigerina,Uvigerina peregrina,Unknown,,,13MC-G Uvigerina perigrina,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.655,0.007,11.5,12.34177497,1.44,0.124,,,70,,
2020,Meinike,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,GS06-144-19MC Globigerina bulloides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,18,0.634,0.006,9.2,12.5436641,1.11,0.098,0.33,0.22,70,,
2020,Meinike,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,CD107 A ML 5A Globigerina bulloides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.635,0.006,10.9,12.39396921,1.31,0.114,0.33,0.29,70,,
2020,Meinike,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,CD94 17B Globigerina bulloides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.628,0.005,14.2,12.11093288,0.97,0.081,0.57,0.2,70,,
2020,Meinike,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,KL88 Globigerina bulloides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.629,0.006,13,12.21272279,1.15,0.098,0.53,0.21,70,,
