Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source
2020,Meinike,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,SO213-84-2 Globigerina bulloides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.648,0.004,6.5,12.78704969,1.19,0.108,-0.09,0.21,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides conglobatus,Globigerinoides,Globigerinoides conglobatus,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO164-25-3 Globigerinoides conglobatus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.593,0.008,25,11.24942624,1.2,0.090,1.02,0.25,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides conglobatus,Globigerinoides,Globigerinoides conglobatus,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO225-53-1 Globigerinoides conglobatus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.61,0.007,23.1,11.3941854,1.34,0.102,0.62,0.23,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides ruber (pink),Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO164-25-3 Globigerinoides ruber (pink),C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.601,0.007,26.8,11.11481574,1.17,0.086,0.69,0.2,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,KL88 Globigerinoides ruber (white s.l.),C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.634,0.007,16.8,11.89470769,1.01,0.082,0.79,0.27,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO164-25-3 Globigerinoides ruber (white s.l.),C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,18,0.606,0.005,27,11.10000833,1.24,0.091,0.69,0.2,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO164-25-3 Globogerinoides ruber (white s.s.),C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.577,0.006,27,11.10000833,1.2,0.088,0.69,0.2,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,WIND 33B Globogerinoides ruber (white s.s.),C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.608,0.008,24.2,11.31003931,1.03,0.078,0.44,0.28,70,,
2020,Meinike,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO225-53-1 Globogerinoides ruber (white s.s.),C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.607,0.007,24.3,11.30243592,1.06,0.080,0.66,0.21,70,,
2020,Meinike,Foraminifera,Globoconella,Globoconella inflata,Globoconella,Globoconella inflata,3 Open ocean thermocline,Aze et al 2011,,GS06-144-19MC Globoconella inflata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,18,0.64,0.006,8.1,12.64197531,1.05,0.094,0.43,0.24,70,,
2020,Meinike,Foraminifera,Globoconella,Globoconella inflata,Globoconella,Globoconella inflata,3 Open ocean thermocline,Aze et al 2011,,CD94 17B Globoconella inflata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.631,0.008,11.3,12.35913636,1.06,0.092,0.51,0.2,70,,
2020,Meinike,Foraminifera,Globoconella,Globoconella inflata,Globoconella,Globoconella inflata,3 Open ocean thermocline,Aze et al 2011,,KL88 Globoconella inflata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.643,0.006,11,12.3852472,1.35,0.117,0.5,0.21,70,,
2020,Meinike,Foraminifera,Globoconella,Globoconella inflata,Globoconella,Globoconella inflata,3 Open ocean thermocline,Aze et al 2011,,SO213-84-2 Globoconella inflata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.648,0.007,7.1,12.73235554,1.12,0.101,-0.08,0.21,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia hirsuta,Globorotalia,Globorotalia hirsuta,4 Open ocean sub-thermocline,Aze et al 2011,,CD107 A ML 5A Globorotalia hirsuta,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.642,0.006,7.7,12.67801156,1.03,0.092,0.37,0.21,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Globorotalia menardii,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.623,0.006,14.4,12.09409167,1.56,0.130,0.24,0.2,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,CD107 A ML 5A Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.633,0.008,9.8,12.49052243,0.99,0.087,0.4,0.21,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,CD94 17B Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.634,0.007,10.6,12.42019057,1.07,0.093,0.51,0.2,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,KL88 Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.645,0.007,10.6,12.42019057,1.24,0.108,0.5,0.2,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia truncatulinoides,Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,SO213-84-2 Globorotalia truncatulinoides,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.65,0.007,5.9,12.84209701,1.14,0.104,-0.09,0.2,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Globorotalia tumida,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.622,0.005,12.6,12.24693807,1.36,0.116,0.22,0.21,70,,
2020,Meinike,Foraminifera,Globorotalia,Globorotalia tumida,Globorotalia,Globorotalia tumida,3 Open ocean thermocline,Aze et al 2011,,SO225-53-1 Globorotalia tumida,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.61,0.006,16.8,11.89470769,1.66,0.135,0.26,0.24,70,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina dutertrei,Neogloboquadrina,Neogloboquadrina dutertrei,3 Open ocean thermocline,Aze et al 2011,,CD145 A150 Neogloboquadrina dutertrei,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.602,0.008,22.9,11.40958555,1.03,0.079,0.7,0.25,70,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina dutertrei,Neogloboquadrina,Neogloboquadrina dutertrei,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Neogloboquadrina dutertrei,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,20,0.601,0.005,19.2,11.70021396,1.22,0.097,0.23,0.21,70,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma,Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,GS15-198-63MC Neogloboquadrina pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.669,0.006,5.1,12.91604811,1.05,0.097,0.29,0.21,70,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma,Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,GS15-198-38MC Neogloboquadrina pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,23,0.67,0.008,3.3,13.08479164,1.42,0.133,-0.12,0.32,70,,
2020,Meinike,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma,Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,GS15-198-62MC Neogloboquadrina pachyderma,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.674,0.005,3.3,13.08479164,1.27,0.119,0.08,0.25,70,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,CD107 A ML 5A Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.625,0.005,12.4,12.26409966,1.03,0.088,0.5,0.2,70,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,CD94 17B Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.627,0.007,12.1,12.28990975,1.08,0.093,0.58,0.2,70,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,WIND 33B Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.601,0.006,22.4,11.44822279,1.22,0.094,0.21,0.2,70,,
2020,Meinike,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,SO225-53-1 Orbulina universa,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.595,0.007,23.1,11.3941854,1.48,0.113,0.64,0.23,70,,
2020,Meinike,Foraminifera,Pullenia,Pullenia obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,SO164-25-3 Pulleniatina obliquiloculata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.587,0.005,23.8,11.34052971,1.06,0.081,1.11,0.22,70,,
2020,Meinike,Foraminifera,Pulleniatina,Pulleniatina obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,WIND 33B Pulleniatina obliquiloculata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.603,0.005,19.5,11.67623812,1.15,0.091,0.22,0.21,70,,
2020,Meinike,Foraminifera,Pulleniatina,Pulleniatina obliquiloculata,Pulleniatina,Pulleniatina obliquiloculata,3 Open ocean thermocline,Aze et al 2011,,SO225-53-1 Pulleniatina obliquiloculata,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.6,0.005,18.8,11.73229679,1.51,0.120,0.36,0.31,70,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,WIND 33B Trilobatus sacculifer,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,25,0.597,0.006,22.9,11.40958555,1.12,0.086,0.39,0.23,70,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,SO225-53-1 Trilobatus sacculifer,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,15,0.599,0.005,23.5,11.3634785,1.22,0.093,0.64,0.22,70,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,SO164-25-3 Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,19,0.59,0.008,26.5,11.13708248,1.4,0.103,0.73,0.31,70,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,OJP2016 MW0691 1.5BC11 Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.592,0.005,24.8,11.26453375,1.11,0.083,0.3,0.24,70,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,WIND 33B Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,23,0.594,0.005,22.8,11.41729734,1.07,0.082,0.23,0.26,70,,
2020,Meinike,Foraminifera,Trilobatus,Trilobatus trilobus,Trilobatus,Trilobatus trilobus,Mixed-layer habitat with symbiotic associations,Pearson et al 1997,,SO225-53-1 Trilobatus trilobus,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,22,0.605,0.006,23.7,11.34817158,1.23,0.093,2.5,0.21,70,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC06',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.621,0.009,10.6,12.42019057,0.97,0.084,0.45,0.2,70,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC21_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.644,0.008,9.2,12.5436641,0.95,0.084,0.25,0.2,70,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC23_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.639,0.025,9.1,12.55255401,0.97,0.086,0.25,0.2,70,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC29_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.612,0.01,8.5,12.60609248,0.95,0.085,0.13,0.2,70,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,FC30_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.623,0.014,9.1,12.55255401,0.94,0.083,0.25,0.2,70,,
in prep,Tripati,Foraminifera,Globigerina bulloides,bulloides,Globigerina,,,,,JL12',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.616,0.005,13.6,12.16166809,1.41,0.119,0.44,0.29,70,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL15',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.592,0.004,25.5,11.21179018,1.04,0.078,0.35,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL20',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.598,0.002,18.8,11.73229679,1.02,0.082,0.31,0.22,70,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL21',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.576,0.011,23.6,11.35582117,1.05,0.080,0.31,0.22,70,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL24',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.603,0.013,20.6,11.58895428,1.89,0.148,0.16,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL25',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.596,0.015,24.6,11.27967171,1.13,0.085,0.16,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL28',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.6,0.016,26,11.17434268,1.23,0.091,0.91,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides ruber,ruber,Globigernoides,,,,,JL32',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.59,0.014,25.3,11.22682191,1.88,0.140,1,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC02A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.608,0.005,21.8,11.4948471,0.97,0.075,0.41,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC12D',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.593,0.006,24.3,11.30243592,0.99,0.075,0.7,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC12E',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.585,0.005,23.1,11.3941854,0.97,0.074,0.7,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC41A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.598,0.012,24.4,11.2948402,1.02,0.077,0.26,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,FC45B_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.612,0.007,24.2,11.31003931,1.01,0.076,0.26,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 1614m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.581,0.015,24.4,11.2948402,1.05,0.079,0.34,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 2015m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.569,0.01,24.5,11.28725213,1,0.075,0.34,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 2445m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.633,0.007,9.6,12.50819873,0.96,0.085,0.23,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,G sacculifer_t 3160m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.632,0.012,22,11.47927407,1.04,0.080,0.32,0.22,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL16',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.609,0.013,16.7,11.9029166,1.06,0.087,0.32,0.22,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL17',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.629,0.012,18.4,11.76451177,1.01,0.081,0.17,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL19',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.615,0.014,22.9,11.40958555,1.09,0.084,0.17,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL22',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.593,0.007,23.5,11.3634785,0.98,0.075,0.89,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL23',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.605,0.01,24.4,11.2948402,1.04,0.079,0.26,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL26',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.564,0.007,23.4,11.37114358,0.98,0.075,0.25,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL27',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.568,0.018,24.4,11.2948402,1.25,0.094,0.23,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer,sacculifer,Globigernoides,,,,,JL29',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.597,0.009,24,11.32526912,0.99,0.075,0.26,0.2,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (Sac),sacculifer,Globigernoides,,,,,FC01C3_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.586,0.008,22.9,11.40958555,1.01,0.077,0.26,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (Sac),sacculifer,Globigernoides,,,,,A14_11',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.587,0.006,25.7,11.19678863,1.2,0.089,-0.06,0.24,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (without Sac),sacculifer,Globigernoides,,,,,A14_12',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.611,0.023,25.9,11.18181716,1.2,0.089,-0.06,0.24,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (without Sac.),sacculifer,Globigernoides,,,,,FC51A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.582,0.006,24.4,11.2948402,1,0.076,0.25,0.21,70,,
in prep,Tripati,Foraminifera,Globigerinoides sacculifer (without Sac.),sacculifer,Globigernoides,,,,,FC51C_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.594,0.01,24.3,11.30243592,1.02,0.077,0.25,0.21,70,,
in prep,Tripati,Foraminifera,Globoconella inflata,inflata,Globoconella,,,,,FC20F',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.643,0.008,9.8,12.49052243,0.97,0.085,0.48,0.2,70,,
in prep,Tripati,Foraminifera,Globoconella inflata,inflata,Globoconella,,,,,FC20G_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.629,0.009,9.7,12.49935589,0.96,0.084,0.48,0.2,70,,
in prep,Tripati,Foraminifera,Globoconella inflata,inflata,Globoconella,,,,,JL6',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.641,0.008,12,12.29853123,1.16,0.099,0.3,0.25,70,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,FC13A_calcite',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.587,0.008,19.7,11.66029514,0.98,0.078,0.68,0.2,70,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,A14_10',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.59,0.002,19.7,11.66029514,1.19,0.094,0.02,0.25,70,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,A14_9',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.601,0.007,19.1,11.70822232,1.2,0.096,0.02,0.25,70,,
in prep,Tripati,Foraminifera,Globorotalia menardii,menardii,Globorotalia,,,,,WP7_17',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.605,0.008,17.5,11.83748238,3.91,0.312,0.3,0.2,70,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida _t 2015m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.598,0.007,20,11.63644183,1.09,0.086,0.3,0.23,70,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida_t 2445m',C,UCLATripati,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.598,0.005,17.9,11.80496742,1.26,0.102,0.26,0.23,70,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida_t 3160m',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.584,0.007,19.4,11.68422187,1.15,0.091,0.24,0.22,70,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida_t 3711m',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.579,0.019,19.6,11.66826254,1.72,0.136,0.22,0.22,70,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,G tumida 4438m',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.573,0.005,18.8,11.73229679,1.06,0.085,0.26,0.23,70,,
in prep,Tripati,Foraminifera,Globorotalia tumida,tumida,Globorotalia,,,,,WP7_21',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.585,0.008,17.2,11.86195683,1.55,0.126,0.22,0.2,70,,
in prep,Tripati,Foraminifera,Neogloboquadrina dutertrei,dutertrei,Neogloboquadrina,,,,,FC12F_calcite',C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.605,0.009,22.5,11.44047966,1.02,0.079,0.68,0.2,70,,
