Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source
2014,Tang,,,,,,,,C30,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.604,0.024246874,25,11.24942624,0.5,0.038,,,100,8.3,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C22,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.664,0.001,5,12.92533689,0.5,0.046,,,90,8.5,Petersen
2014,Tang,,,,,,,,C54,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.585,0.014479234,25,11.24942624,0.5,0.038,,,100,8.3,Petersen
2014,Tang,,,,,,,,C57,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.573,0.00468,25,11.24942624,0.5,0.038,,,100,8.3,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C58,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.616,0.01,25,11.24942624,0.5,0.038,,,90,8.3,Petersen
2014,Tang,,,,,,,,C29,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.585,0.006299869,25,11.24942624,0.5,0.038,,,100,8.3,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C32,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.600,0.009,25,11.24942624,0.5,0.038,,,90,8.3,Petersen
2014,Tang,,,,,,,,C6,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.55,0.04732,40,10.19753414,0.5,0.032,,,100,9,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C34,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.599,0.013,25,11.24942624,0.5,0.038,,,90,8.3,Petersen
2014,Tang,,,,,,,,C7,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.608,0.057065,40,10.19753414,0.5,0.032,,,100,9,Petersen
2014,Tang,,,,,,,,C15,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.533,0.03027,40,10.19753414,0.5,0.032,,,100,8.5,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C24,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.68,0.01,5,12.92533689,0.5,0.046,,,90,8.3,Petersen
2014,Tang,,,,,,,,C45,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.559,0.060515,40,10.19753414,0.5,0.032,,,100,8.3,Petersen
2014,Tang,,,,,,,,C44,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.606,0.0245,40,10.19753414,0.5,0.032,,,100,8.3,Petersen
2014,Tang,,,,,,,,C12,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.544,0.013911569,40,10.19753414,0.5,0.032,,,100,8.3,Petersen
2014,Tang,,,,,,,,C9,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.538,0.0245,40,10.19753414,0.5,0.032,,,100,9,Petersen
2017,Kelson,,,,,,,,140516_2_UWcp14_50C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.573,0.014087208,47,9.75647616,0.36,0.022,,,25/90,,Petersen
2017,Kelson,,,,,,,,140522_2_UWcp14_80C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.493,0.005000454,77,8.156272717,0.36,0.017,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,140522_3_UWcp14_21C_1,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.6165,0.01319525806,22,11.47927407,0.22,0.017,,,25/90,,
2017/2021,Kelson+Anderson Avg,,,,,,,,140527_4_UWcp14_50C_2,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.543,0.01728599798,51,9.517172655,0.36,0.021,,,25/90,,
2017,Kelson,,,,,,,,140603_8_UWcp14_50C_CA_3,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.544,0.021750188,56,9.230224861,0.63,0.035,,,25/90,,Petersen
2017,Kelson,,,,,,,,140606_1_UWcp14_70C_CA_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.516,0.012066459,74,8.297851547,0.95,0.045,,,25/90,,Petersen
2017,Kelson,,,,,,,,140625_1_UWcp14_24C_CA_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.61,0.008316284,24,11.32526912,0.76,0.058,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,140721_7_UWcp14_80C_2,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.489,0.0144081945,78,8.109884228,1.28,0.059,,,25/90,,
2017,Kelson,,,,,,,,140723_7_UWcp14_40C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.558,0.011955013,43,10.00492017,1.46,0.092,,,25/90,,Petersen
2017,Kelson,,,,,,,,140725_1_UWcp14_70C_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.541,0.011519549,71,8.443148975,0.45,0.022,,,25/90,,Petersen
2017,Kelson,,,,,,,,140727_1_UWcp14_50C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.574,0.017914454,49,9.635710173,0.12,0.007,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,140802_1_UWcp14_70C_4,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.5025,0.02015525774,72,8.394295329,0.43,0.021,,,25/90,,
2017,Kelson,,,,,,,,140802_3_UWcp14_20C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.625,0.019781963,23,11.40188158,0.33,0.025,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,140804_3_UWcp14_20C_9,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.61,0.01369330204,23,11.40188158,0.33,0.025,,,25/90,,
2017,Kelson,,,,,,,,140804_5_UWcp14_20C_CA_5,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.639,0.00131,23,11.40188158,0.33,0.025,,,25/90,,Petersen
2017,Kelson,,,,,,,,140805_12_UWcp14_70C_CA_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.501,0.007680044,70,8.492430347,1,0.049,,,25/90,,Petersen
2017,Kelson,,,,,,,,140805_14_UWcp14_50C_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.556,0.004789659,48,9.695811136,0.77,0.046,,,25/90,,Petersen
2017,Kelson,,,,,,,,140806_12_UWcp14_50C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.574,0.014860714,47,9.75647616,1.32,0.080,,,25/90,,Petersen
2017,Kelson,,,,,,,,140807_11_UWcp14_20C_10,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.614,0.004206607,24,11.32526912,0.43,0.033,,,25/90,,Petersen
2017,Kelson,,,,,,,,140813_1_UWcp14_60C_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.519,0.015210714,61,8.95606154,0.86,0.046,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,140813_6_UWcp14_20C_CA_11,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.628,0.02097304625,23,11.40188158,0.34,0.026,,,25/90,,
2017/2021,Kelson+Anderson Avg,,,,,,,,140814_1_UWcp14_60C_2,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.5195,0.04246868295,66,8.693934366,2.31,0.117,,,25/90,,
2017,Kelson,,,,,,,,140814_4_UWcp14_35C_1,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.608,0.006535402,35,10.53114654,0.71,0.048,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,140820_1_UWcp14_70C_CA_4,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.498,0.0118190797,71,8.443148975,1,0.049,,,25/90,,
2017/2021,Kelson+Anderson Avg,,,,,,,,140820_5_UWcp14_50C_7,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.533,0.02313922018,54,9.343426009,1.98,0.112,,,25/90,,
2017,Kelson,,,,,,,,140820_9_UWcp14_50C_8,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.564,0.014549048,46,9.817712326,0.33,0.020,,,25/90,,Petersen
2017,Kelson,,,,,,,,141013_2_UWcp14_80C_3,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.479,0.014688309,80,8.018286665,0.64,0.029,,,25/90,,Petersen
2017,Kelson,,,,,,,,141014_2_UWcp14_70C_DS2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.511,0.012184081,72,8.394295329,0.38,0.018,,,25/90,,Petersen
2017,Kelson,,,,,,,,141014_3_UWcp14_80C_DS,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.475,0.018459957,86,7.752615737,0.04,0.002,,,25/90,,Petersen
2017,Kelson,,,,,,,,141117_3_50C_CA_10,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.55,0.013202865,50,9.576166301,0.74,0.044,,,25/90,,Petersen
2017,Kelson,,,,,,,,141121_6_UWcp14_50C_CA_9,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.558,0.006580578,49,9.635710173,0.53,0.032,,,25/90,,Petersen
2017,Kelson,,,,,,,,141121_8_UWcp14_50C_DS2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.543,0.010916833,51,9.517172655,0.3,0.018,,,25/90,,Petersen
2017,Kelson,,,,,,,,141209_5_UWcp14_4C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.68,0.022624647,6,12.8328978,0.05,0.005,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,141209_8_UWcp14_8C_2,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.6545,0.03452613954,9,12.56145338,0.12,0.011,,,25/90,,
2017,Kelson,,,,,,,,141210_3_UWcp14_20C_DS,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.639,0.009281987,26,11.17434268,0.73,0.054,,,25/90,,Petersen
2017,Kelson,,,,,,,,141210_5_UWcp14_50C_DS,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.544,0.005189545,55,9.28656671,0.32,0.018,,,25/90,,Petersen
2017,Kelson,,,,,,,,141212_5_UWcp14_8C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.665,0.014052232,9,12.56145338,0.12,0.011,,,25/90,,Petersen
2017,Kelson,,,,,,,,141218_4_UWcp14_4C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.689,0.015158664,6,12.8328978,0.05,0.005,,,25/90,,Petersen
2017,Kelson,,,,,,,,141218_6_UWcp14_3C_2,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.683,0.005775,9,12.56145338,1.67,0.147,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,150122_2_4C_4,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.6555,0.01153831457,6,12.8328978,0.05,0.005,,,25/90,,
2017,Kelson,,,,,,,,150122_5_20C_CA_13,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.629,0.005448188,24,11.32526912,1.03,0.078,,,25/90,,Petersen
2017/2021,Kelson+Anderson Avg,,,,,,,,150122_7_4C_3,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,11,0.6575,0.0129957691,6,12.8328978,0.05,0.005,,,25/90,,
2017/2021,Kelson+Anderson Avg,,,,,,,,150205_8_8C_CA_4,C,UW/MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.653,0.01194121042,9,12.56145338,0.12,0.011,,,25/90,,
2017,Kelson,,,,,,,,150212_6_8C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.68,0.007297194,9,12.56145338,0.12,0.011,,,25/90,,Petersen
2017,Kelson,,,,,,,,150212_7_20C_G_14,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.622,0.005655,21,11.55745722,0.49,0.038,,,25/90,,Petersen
2017,Kelson,,,,,,,,150309_2_4C_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.669,0.016700164,6,12.8328978,0.05,0.005,,,25/90,,Petersen
2017,Kelson,,,,,,,,150309_7_8C_CA_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.675,0.008562969,13,12.21272279,0.12,0.010,,,25/90,,Petersen
2017,Kelson,,,,,,,,150410_3_20C_Z_15,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.661,0.006720452,20,11.63644183,1.45,0.114,,,25/90,,Petersen
2017,Kelson,,,,,,,,150410_6_20C_CA_16,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.667,0.009160033,23,11.40188158,0.42,0.032,,,25/90,,Petersen
2017,Kelson,,,,,,,,150422_7_4C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.695,0.00432,6,12.8328978,0.05,0.005,,,25/90,,Petersen
2017,Kelson,,,,,,,,150601_4_20C_Z_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.641,0.014658197,22,11.47927407,0.17,0.013,,,25/90,,Petersen
2017,Kelson,,,,,,,,150601_8_8C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.687,0.001725,9,12.56145338,0.15,0.013,,,25/90,,Petersen
2017,Kelson,,,,,,,,150618_4_50C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.554,0.01445,50,9.576166301,0.83,0.049,,,25/90,,Petersen
2017,Kelson,,,,,,,,150618_6_30C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.568,0.015925,36,10.46312704,0.49,0.033,,,25/90,,Petersen
2017,Kelson,,,,,,,,150618_7_4C_Z_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.681,0.009982253,4,13.01877838,0.33,0.031,,,25/90,,Petersen
2017,Kelson,,,,,,,,150715_11_50C_Z_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.56,0.01394,50,9.576166301,1,0.059,,,25/90,,Petersen
2015,Kele,Bivalve,Arctica,Arctica islandica,Arctica,Arctica islandica,,,,A,ETH,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,12,0.631,0.012881951,6,12.8328978,1,0.091,,,70,,Bernasconi
2015,Kele,Brachiopod,Dyscolia,Dyscolia wyvillei,Dyscolia,Dyscolia wyvillei,,,,C,ETH,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.613,0.007897549,10,12.47288356,1,0.088,,,70,,Bernasconi
2015,Kele,Eggshell,Struthio,Struthio camelus,Struthio,Struthio camelus,,,,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.569,0.006320967,38,10.32905023,0.6,0.040,,,70,,Bernasconi
2015,Kluge,,,,,,,,4-50C-NoSalt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.553,0.01919,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen
2015,Kluge,,,,,,,,NA2-25C-Salt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.619,0.009788413,25.7,11.19678863,0.5,0.037,,,70/90,,Petersen
2015,Kluge,,,,,,,,2-25C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.619,0.010627701,25.7,11.19678863,0.5,0.037,,,70/90,,Petersen
2015,Kluge,,,,,,,,NA5-50C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.539,0.00335,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen
2015,Kluge,,,,,,,,6-70C-NoSalt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.514,0.031425,69.9,8.497382201,0.5,0.025,,,70/90,,Petersen
2015,Kluge,,,,,,,,9-90C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.475,0.014556925,91,7.541181118,0.5,0.021,,,70/90,,Petersen
2015,Kluge,,,,,,,,NA9-90C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.471,0.019988364,91,7.541181118,0.5,0.021,,,70/90,,Petersen
2015,Kluge,,,,,,,,NA7-70C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.516,0.00419549,69.9,8.497382201,0.5,0.025,,,70/90,,Petersen
2015,Kluge,,,,,,,,8-80C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.488,0.013140357,79.9,8.022829603,0.5,0.023,,,70/90,,Petersen
2015,Kluge,,,,,,,,NA8-80C-Salt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.49,0.017119632,79.9,8.022829603,0.5,0.023,,,70/90,,Petersen
2015,Kluge,,,,,,,,1-23C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.62,0.003126544,23.5,11.3634785,0.5,0.038,,,70/90,,Petersen
2015,Kluge,,,,,,,,NA1-23C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.618,0.002943405,23.5,11.3634785,0.5,0.038,,,70/90,,Petersen
2015,Kluge,,,,,,,,7-70C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.51,0.006957176,69.9,8.497382201,0.5,0.025,,,70/90,,Petersen
2015,Kluge,,,,,,,,R125C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.631,0.012835659,25,11.24942624,2,0.149,,,70/90,,Petersen
2015,Kluge,,,,,,,,R380C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.506,0.011446658,80,8.018286665,2,0.090,,,70/90,,Petersen
2015,Kluge,,,,,,,,R250C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.556,0.012138647,50,9.576166301,2,0.117,,,70/90,,Petersen
2015,Kluge,,,,,,,,R6150C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.403,0.008353668,150,5.584847382,2,0.052,,,70/90,,Petersen
2015,Kluge,,,,,,,,R8200C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.375,0.007140138,200,4.466859692,2,0.038,,,70/90,,Petersen
2015,Kluge,,,,,,,,R4100C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.484,0.007342733,100,7.181796716,2,0.076,,,70/90,,Petersen
2015,Kluge,,,,,,,,5-50C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.549,0.01299,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen
2015,Kluge,,,,,,,,NA6-50C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.545,0.012765,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen
2015,Kluge,,,,,,,,R5125C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.432,0.014372145,125,6.308216062,2,0.063,,,70/90,,Petersen
2015,Kluge,,,,,,,,10-90C-NoSalt,A,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.452,0.0256,91,7.541181118,0.5,0.021,,,70/90,,Petersen
2015,Kluge,,,,,,,,R10250C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.337,0.022017346,250,3.653823298,2,0.028,,,70/90,,Petersen
2015,Kluge,,,,,,,,3-37C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.546,0.02,37.5,10.36232679,0.5,0.033,,,70/90,,Petersen
2015,Kluge,,,,,,,,Na4-37C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.546,0.02,37.5,10.36232679,0.5,0.033,,,70/90,,Petersen
2015,Kluge,,,,,,,,R9225C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.346,0.010880296,225,4.029765094,2,0.032,,,70/90,,Petersen
2015,Kluge,,,,,,,,R7175C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.39,0.009120618,175,4.97912694,2,0.044,,,70/90,,Petersen
2018,van Dijk - 115 C ACID,,,,,,,,8.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.651,0.009,8.5,12.60609248,1,0.089,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,18,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.585,0.007,18,11.79685961,1,0.081,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,23,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.57,0.005,23,11.40188158,1,0.077,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,27.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.594,0.013,27.5,11.06311899,1,0.073,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,37,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.562,0.015,37,10.39576441,1,0.067,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,42,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.538,0.013,42,10.06851397,1,0.064,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,47,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.536,0.018,47,9.75647616,1,0.061,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,52,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.511,0.008,52,9.458722478,1,0.058,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,57,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.497,0.017,57,9.174394202,1,0.055,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,62,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.496,0.015,62,8.902696179,1,0.053,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,250,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,18,0.279,0.01,250,3.653823298,10,0.136,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,400,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.197,0.018,400,2.206867707,10,0.064,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,800,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.173,0.009,800,0.8683186723,10,0.016,,,115,,
2018,van Dijk - 115 C ACID,,,,,,,,800,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.172,0.008,800,0.8683186723,10,0.016,,,115,,
2018,van Dijk - 70 C ACID,,,,,,,,8.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.608,0.014,8.5,12.60609248,1,0.089,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,18,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.579,0.016,18,11.79685961,1,0.081,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,27.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.562,0.029,27.5,11.06311899,1,0.073,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,37,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.54,0.03,37,10.39576441,1,0.067,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,52,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.485,0.022,52,9.458722478,1,0.058,,,70,,
2018,van Dijk - 70 C ACID,,,,,,,,57,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.476,0.019,62,8.902696179,1,0.053,,,70,,
2019,Loffler,,,,,,,,Elephant tooth Enamel,Apatite,Goethe,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,49,0.575,0.003,37,10.39576441,1,0.067,,,110,,
