Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,CDESorICDES,LARGEorSMALL,SyntheticVSForam,BenthicPlanktic
2021,Anderson,,,,,,,,CANNATOPPA,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.6278,0.012727922,11,12.3852472,0.1,0.009,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,IGAL,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.4746,0.0113842,75,8.250251751,0.1,0.005,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,LAPIGNA,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.6212,0.012,12.5,12.25551436,0.1,0.009,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,NG_2,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.505,0.012,60.4,8.988311398,0.1,0.005,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,P5_SUMMER,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.633,0.012,12,12.29853123,0.1,0.009,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,P5_WINTER,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.635,0.0113842,5,12.92533689,0.1,0.009,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,SARTEANO,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.594,0.012,20.7,11.58106795,0.1,0.008,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,SZAL,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.654,0.012,11,12.3852472,0.1,0.009,,,70,,,ICDES,Small,Neither,Neither
2021,Anderson,,,,,,,,TURA,C,MIT,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.409,0.012,95,7.378199439,0.1,0.004,,,70,,,ICDES,Small,Neither,Neither
2021,Lucarelli ,,,,,,,,DH-2 Average,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,74,0.566,0.003,33.7,10.62056802,0.8,0.055,,,70/90,,,ICDES,Small,Neither,Neither
2023a,Parvez,The Cedars,,,,,,,B',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.633,0.006,17.5,11.83748238,1,0.08103677963,-4.169,0.958,90,11.5 ~ (7.8 - 8.7),,ICDES,Small,Neither,Neither
2023a,Parvez,The Cedars,,,,,,,J',C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.595,0.008,17.5,11.83748238,1,0.08103677963,1.884,0.372,90,11.5 ~ (7.8 - 8.7),,ICDES,Small,Neither,Neither
2023b,Parvez,"Cueva Bonita, Mexico",,,,,,,CB-D6,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.634,0.017,18,11.79685961,1,0.08062070772,,,90,,,ICDES,Small,Neither,Neither
2023b,Parvez,"Cueva Bonita, Mexico ",,,,,,,CB-D62,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.601,0.01,18.2,11.78066904,1,0.0804550765,,,90,,,ICDES,Small,Neither,Neither
2023b,Parvez,"Cueva Bonita, Mexico",,,,,,,CB3,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.602,0.015,18.3,11.77258624,1,0.08037243101,,,90,,,ICDES,Small,Neither,Neither
2023b,Parvez,"Cueva Bonita, Mexico ",,,,,,,CB4-12-Wet,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.607,0.002,18.3,11.77258624,1,0.08037243101,,,90,,,ICDES,Small,Neither,Neither
2023b,Parvez,"Cueva Bonita, Mexico ",,,,,,,CB4-82-Wet,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.613,0.016,18.3,11.77258624,1,0.08037243101,,,90,,,ICDES,Small,Neither,Neither
2023b,Parvez,"Cueva Bonita, Mexico ",,,,,,,CB4-Scar,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.627,0.015,18.3,11.77258624,1,0.08037243101,,,90,,,ICDES,Small,Neither,Neither
2023b,Parvez,McMaster Artificial Cave ,,,,,,,MIE-25-95-8-FL-Center,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.596,0.005,25,11.24942624,1,0.07508356294,,,90,,,ICDES,Small,Neither,Neither
2023b,Parvez,McMaster Artificial Cave ,,,,,,,MIE-32-95-3-FU-Center,C,UCLATripati,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.578,0.005,32,10.73923266,1,0.07004209372,,,90,,,ICDES,Small,Neither,Neither
2021,Defliese and Tripati,,,,,,,,5C Calcite',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.66,0.006,5.000,12.92533689,0.5,0.046,,,70/90,,,ICDES,Both,Synthetic,Neither
2021,Defliese and Tripati,,,,,,,,25C Calcite',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.6,0.01,25.000,11.24942624,0.5,0.038,,,70/90,,,ICDES,Both,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,70C Calcite,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.488,0.01,70,8.492430347,1,0.049,,,70/90,,,ICDES,Both,Synthetic,Neither
2021,Defliese and Tripati,,,,,,,,25C Aragonite',A,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,19,0.589,0.009,25.000,11.24942624,0.5,0.038,,,70/90,,,ICDES,Both,Synthetic,Neither
2021,Defliese and Tripati,,,,,,,,5C Aragonite',A,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,20,0.64,0.006,5.000,12.92533689,0.5,0.046,,,70/90,,,ICDES,Both,Synthetic,Neither
2021,Defliese and Tripati,,,,,,,,70C Aragonite,A,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.50225,0.005662376,70.000,8.492430347,1,0.049,,,70/90,,,ICDES,Both,Synthetic,Neither
2014,Fernandez,,,,,,,,SID3,S,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.534,0.015,39,10.26297619,1,0.065,-6.1,0.4,100,,Petersen,CDES,Large,Synthetic,Neither
2014,Fernandez,,,,,,,,SID4,S,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.507,0.017,51,9.517172655,1,0.058,-5.9,0.4,100,,Petersen,CDES,Large,Synthetic,Neither
2014,Fernandez,,,,,,,,SID5,S,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.583,0.013,21,11.55745722,1,0.078,-6.4,0.4,100,,Petersen,CDES,Large,Synthetic,Neither
2015,Defliese,,,,,,,,70CCalcite3-30-2011,A,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.491,0.012462622,70,8.492430347,1,0.049,,,75,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150618_7_4C_Z_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66890333,0.009982253,4,13.01877838,0.33,0.031,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Defliese,,,,,,,,5CAragonite,A,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.641,0.013900065,5,12.92533689,1,0.092,,,75,,Petersen,CDES,Large,Synthetic,Neither
2015,Defliese,,,,,,,,25CAragonite10-17-2013,A,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.588,0.009406207,25,11.24942624,1,0.075,,,75,,Petersen,CDES,Large,Synthetic,Neither
2015,Defliese,,,,,,,,50CAragonite3-14-2014,A,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.518,0.006460741,50,9.576166301,1,0.059,,,75,,Petersen,CDES,Large,Synthetic,Neither
2021,Swart,,,,,,,,5,C,Miami,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.660,0.006,5,12.9253,0.5,0.05,,,90,,,CDES,Large,Synthetic,Neither
2016,Winkelstern,,,,,,,,250-I-7-d-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.31239,0.004123281,250,3.653823298,2,0.028,,,75,,Petersen,CDES,Large,Synthetic,Neither
2016,Winkelstern,,,,,,,,O-T-5-d-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.304871667,0.006226067,218,4.145450209,2,0.034,,,75,,Petersen,CDES,Large,Synthetic,Neither
2016,Winkelstern,,,,,,,,200-p-30-d-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.3400925,0.00244576,200,4.466859692,2,0.038,,,75,,Petersen,CDES,Large,Synthetic,Neither
2016,Winkelstern,,,,,,,,235-O-12-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.305618,0.016103742,235,3.872720373,2,0.030,,,75,,Petersen,CDES,Large,Synthetic,Neither
2016,Winkelstern,,,,,,,,O-H-2-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.3332375,0.014154948,218,4.145450209,2,0.034,,,75,,Petersen,CDES,Large,Synthetic,Neither
2016,Garcia,,,,,,,,Mg-1,M,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.464365,0.003515,79.9,8.022829603,0.1,0.005,,,90,,Petersen,CDES,Large,Synthetic,Neither
2016,Garcia,,,,,,,,209,M,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.529615,0.008565,60,9.009908173,0.1,0.005,,,90,,Petersen,CDES,Large,Synthetic,Neither
2016,Garcia,,,,,,,,Mg-3,M,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.46514667,0.00149169,79.9,8.022829603,0.1,0.005,,,90,,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,19,1,,,,,,C26,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.641,0.002,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C18,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.633,0.023,5,12.92533689,0.5,0.046,,,100,9,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C27,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.628,0.013,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C50,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.671,0.01,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C48,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.631,0.0077,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C19,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.614,0.005,5,12.92533689,0.5,0.046,,,100,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C22,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.677495,0.004325,5,12.92533689,0.5,0.046,,,90,8.5,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C24,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.64908,0.00067,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2015,Defliese,,,,,,,,5CCalcite1-12-2012,C,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.637,0.002970373,5,12.92533689,1,0.092,,,75,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,141209_5_UWcp14_4C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.67409667,0.022624647,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,141218_4_UWcp14_4C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.684332,0.015158664,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150122_2_4C_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.63909,0.009966584,6,12.8328978,0.05,0.005,,,25/90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150122_7_4C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.65172333,0.002018657,6,12.8328978,0.05,0.005,,,25/90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150309_2_4C_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.65587333,0.016700164,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150422_7_4C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.68414,0.00432,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,141209_8_UWcp14_8C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66335,0.020714175,9,12.56145338,0.12,0.011,,,25/90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,141212_5_UWcp14_8C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.65195,0.014052232,9,12.56145338,0.12,0.011,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150205_8_8C_CA_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.644125,0.006245,9,12.56145338,0.12,0.011,,,25/90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150212_6_8C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66824,0.007297194,9,12.56145338,0.12,0.011,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150601_8_8C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.675015,0.001725,9,12.56145338,0.15,0.013,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2021,Swart,,,,,,,,10,C,Miami,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.634,0.008,10,12.4729,0.5,0.04,,,90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140603_8_UWcp14_50C_CA_3,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52322667,0.021750188,56,9.230224861,0.63,0.035,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140606_1_UWcp14_70C_CA_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.50026,0.012066459,74,8.297851547,0.95,0.045,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150309_7_8C_CA_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66215,0.008562969,13,12.21272279,0.12,0.010,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140725_1_UWcp14_70C_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52045667,0.011519549,71,8.443148975,0.45,0.022,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2021,Swart,,,,,,,,15,C,Miami,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.628,0.010,15,12.0438,0.5,0.04,,,90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140802_3_UWcp14_20C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.60889,0.019781963,23,11.40188158,0.33,0.025,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150410_3_20C_Z_15,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.6475825,0.006720452,20,11.63644183,1.45,0.114,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140804_5_UWcp14_20C_CA_5,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.62375,0.00131,23,11.40188158,0.33,0.025,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150212_7_20C_G_14,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.606345,0.005655,21,11.55745722,0.49,0.038,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140806_12_UWcp14_50C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.55565,0.014860714,47,9.75647616,1.32,0.080,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,140522_3_UWcp14_21C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.61226667,0.008318052,22,11.47927407,0.22,0.017,,,25/90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140813_1_UWcp14_60C_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.49677,0.015210714,61,8.95606154,0.86,0.046,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150601_4_20C_Z_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.62583667,0.014658197,22,11.47927407,0.17,0.013,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140814_4_UWcp14_35C_1,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59123667,0.006535402,35,10.53114654,0.71,0.048,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,140804_3_UWcp14_20C_9,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.60630143,0.008494792,23,11.40188158,0.33,0.025,,,25/90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,140820_9_UWcp14_50C_8,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.54422667,0.014549048,46,9.817712326,0.33,0.020,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,26,141013_2_UWcp14_80C_3,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.45454333,0.014688309,80,8.018286665,0.64,0.029,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,141014_2_UWcp14_70C_DS2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.495955,0.012184081,72,8.394295329,0.38,0.018,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,141014_3_UWcp14_80C_DS,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.44979,0.018459957,86,7.752615737,0.04,0.002,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,140813_6_UWcp14_20C_CA_11,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.62665,0.009186002,23,11.40188158,0.34,0.026,,,25/90,,,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150410_6_20C_CA_16,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.6538075,0.009160033,23,11.40188158,0.42,0.032,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,1-23C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.61170333,0.00312654,23.5,11.3634785,0.5,0.038,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,140625_1_UWcp14_24C_CA_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59362333,0.008316284,24,11.32526912,0.76,0.058,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,140807_11_UWcp14_20C_10,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59823667,0.004206607,24,11.32526912,0.43,0.033,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,1,,,,,,150122_5_20C_CA_13,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.618548,0.005448188,24,11.32526912,1.03,0.078,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,141218_6_UWcp14_3C_2,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.670385,0.005775,9,12.56145338,1.67,0.147,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,R125C,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.616135,0.01283566,25,11.24942624,2,0.149,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2021,Swart,,,,,,,,25,C,Miami,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.603,0.005,25,11.2494,0.5,0.04,,,90,,,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C30,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.585028,0.024246874,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C54,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.56480333,0.014479234,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C57,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.55274,0.00468,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C58,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59459333,0.007763501,25,11.24942624,0.5,0.038,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C29,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.56478333,0.006299869,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C32,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.590,0.00746,25,11.24942624,0.5,0.038,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2014,Tang,,1,,,,,,C34,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.55793,0.006191368,25,11.24942624,0.5,0.038,,,90,8.3,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,150618_4_50C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.53446,0.01445,50,9.576166301,0.83,0.049,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,150618_6_30C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.549175,0.015925,36,10.46312704,0.49,0.033,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2017,Kelson,,,,,,,,150715_11_50C_Z_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.54084,0.01394,50,9.576166301,1,0.059,,,25/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,4-50C-NoSalt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.54058,0.01919,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,NA2-25C-Salt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.61142,0.00978841,25.7,11.19678863,0.5,0.037,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,NA5-50C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.52571,0.00335,49.6,9.599917441,0.5,0.030,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,6-70C-NoSalt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.499235,0.031425,69.9,8.497382201,0.5,0.025,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,NA9-90C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.4504575,0.01998836,91,7.541181118,0.5,0.021,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,NA7-70C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.50198,0.00419549,69.9,8.497382201,0.5,0.025,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
2015,Kluge,,,,,,,,NA8-80C-Salt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.47391333,0.01711963,79.9,8.022829603,0.5,0.023,,,70/90,,Petersen,CDES,Large,Synthetic,Neither
