Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,CDESorICDES,LARGEorSMALL,SyntheticVSForam,BenthicPlanktic
2018,Peral,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (d.),Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,Neogloboquadrina pachyderma (d.) MD08-3182,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.653,0.003,11.169,12.37052793,0.02165,0.002,4,,90,,,ICDES,Large,Forams,planktic
2018,Peral,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (s.),Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,Neogloboquadrina pachyderma (s.) MOCOSEDst1,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.667,0.004,4.987,12.92654517,0.02126,0.002,8,,90,,,ICDES,Large,Forams,planktic
2018,Peral,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,Orbulina universa MD00-2360,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.607,0.003,23.405,11.37076014,0.02391,0.002,8,,90,,,ICDES,Large,Forams,planktic
2018,Peral,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,Orbulina universa MD02-2577,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.616,0.009,18.37,11.76693324,0.02188,0.002,8,,90,,,ICDES,Large,Forams,planktic
2018,Peral,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,Orbulina universa MD12-3426,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.603,0.005,24.159,11.31315892,0.0221,0.002,4,,90,,,ICDES,Large,Forams,planktic
2018,Peral,Foraminifera,Uvigerina,Uvigerina mediterranea,Uvigerina,Uvigerina mediterranea,Unknown,,,Uvigerina mediterranea 2FPA1,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,31,0.647,0.002,10.06652653,12.46702458,0.93188,0.082,31,,90,,,ICDES,Large,Forams,benthic
2014,Tang,,,,,,,,,C26,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.641,0.002,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C18,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.633,0.023,5,12.92533689,0.5,0.046,,,100,9,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C27,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.628,0.013,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C50,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.671,0.01,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C48,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.631,0.0077,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C19,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.614,0.005,5,12.92533689,0.5,0.046,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C30,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.585028,0.024246874,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C22,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.677495,0.004325,5,12.92533689,0.5,0.046,,,90,8.5,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C54,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.56480333,0.014479234,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C57,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.55274,0.00468,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C58,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59459333,0.007763501,25,11.24942624,0.5,0.038,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C29,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.56478333,0.006299869,25,11.24942624,0.5,0.038,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C32,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.59,0.00746,25,11.24942624,0.5,0.038,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C6,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.52756,0.04732,40,10.19753414,0.5,0.032,,,100,9,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C34,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.55793,0.006191368,25,11.24942624,0.5,0.038,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C7,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.589645,0.057065,40,10.19753414,0.5,0.032,,,100,9,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C15,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.50994,0.03027,40,10.19753414,0.5,0.032,,,100,8.5,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C24,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.64908,0.00067,5,12.92533689,0.5,0.046,,,90,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C45,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.537215,0.060515,40,10.19753414,0.5,0.032,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C44,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.5874,0,40,10.19753414,0.5,0.032,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C12,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52104667,0.013911569,40,10.19753414,0.5,0.032,,,100,8.3,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C9,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.51523,0,40,10.19753414,0.5,0.032,,,100,9,Petersen,CDES,Large,Synthetic,
2014,Tang,,,,,,,,,C10,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.563,0.006,40,10.19753414,0.5,0.032,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C22,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.661,0.003,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C24,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.684,0.01,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C26,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.676,0.007,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C27,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.675,0.007,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C48,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.667,0.004,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C49,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.66,0.006,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C49 70C,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,24,0.655,0.005,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C50,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.667,0.004,5,12.92533689,0.5,0.046,,,90,,,ICDES,Large,Synthetic,
2014,Tang,,,,,,,,,C52,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.598,0.002,25,11.24942624,0.5,0.038,,,90,,,ICDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140516_2_UWcp14_50C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.56032167,0.014087208,47,9.75647616,0.36,0.022,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140522_2_UWcp14_80C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.474875,0.005000454,77,8.156272717,0.36,0.017,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140522_3_UWcp14_21C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.61226667,0.008318052,22,11.47927407,0.22,0.017,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140527_4_UWcp14_50C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.5315325,0.011392796,51,9.517172655,0.36,0.021,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140603_8_UWcp14_50C_CA_3,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52322667,0.021750188,56,9.230224861,0.63,0.035,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140606_1_UWcp14_70C_CA_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.50026,0.012066459,74,8.297851547,0.95,0.045,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140625_1_UWcp14_24C_CA_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59362333,0.008316284,24,11.32526912,0.76,0.058,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140721_7_UWcp14_80C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.47176,0.011289145,78,8.109884228,1.28,0.059,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140723_7_UWcp14_40C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.53808667,0.011955013,43,10.00492017,1.46,0.092,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140725_1_UWcp14_70C_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52045667,0.011519549,71,8.443148975,0.45,0.022,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140727_1_UWcp14_50C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.55505667,0.017914454,49,9.635710173,0.12,0.007,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140802_1_UWcp14_70C_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.492335,0.006363307,72,8.394295329,0.43,0.021,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140802_3_UWcp14_20C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.60889,0.019781963,23,11.40188158,0.33,0.025,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140804_3_UWcp14_20C_9,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.60630143,0.008494792,23,11.40188158,0.33,0.025,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140804_5_UWcp14_20C_CA_5,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.62375,0.00131,23,11.40188158,0.33,0.025,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140805_12_UWcp14_70C_CA_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.47768333,0.007680044,70,8.492430347,1,0.049,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140805_14_UWcp14_50C_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.54214833,0.004789659,48,9.695811136,0.77,0.046,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140806_12_UWcp14_50C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.55565,0.014860714,47,9.75647616,1.32,0.08,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140807_11_UWcp14_20C_10,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59823667,0.004206607,24,11.32526912,0.43,0.033,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140813_1_UWcp14_60C_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.49677,0.015210714,61,8.95606154,0.86,0.046,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140813_6_UWcp14_20C_CA_11,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.62665,0.009186002,23,11.40188158,0.34,0.026,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140814_1_UWcp14_60C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52795667,0.01476483,66,8.693934366,2.31,0.117,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140814_4_UWcp14_35C_1,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.59123667,0.006535402,35,10.53114654,0.71,0.048,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140820_1_UWcp14_70C_CA_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.484244,0.006941029,71,8.443148975,1,0.049,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140820_5_UWcp14_50C_7,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52821333,0.006484968,54,9.343426009,1.98,0.112,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,140820_9_UWcp14_50C_8,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.54422667,0.014549048,46,9.817712326,0.33,0.02,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141013_2_UWcp14_80C_3,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.45454333,0.014688309,80,8.018286665,0.64,0.029,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141014_2_UWcp14_70C_DS2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.495955,0.012184081,72,8.394295329,0.38,0.018,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141014_3_UWcp14_80C_DS,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.44979,0.018459957,86,7.752615737,0.04,0.002,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141117_3_50C_CA_10,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.5294,0.013202865,50,9.576166301,0.74,0.044,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141121_6_UWcp14_50C_CA_9,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.53862333,0.006580578,49,9.635710173,0.53,0.032,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141121_8_UWcp14_50C_DS2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52267333,0.010916833,51,9.517172655,0.3,0.018,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141209_5_UWcp14_4C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.67409667,0.022624647,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141209_8_UWcp14_8C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66335,0.020714175,9,12.56145338,0.12,0.011,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141210_3_UWcp14_20C_DS,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.62439667,0.009281987,26,11.17434268,0.73,0.054,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141210_5_UWcp14_50C_DS,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.52345333,0.005189545,55,9.28656671,0.32,0.018,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141212_5_UWcp14_8C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.65195,0.014052232,9,12.56145338,0.12,0.011,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141218_4_UWcp14_4C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.684332,0.015158664,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,141218_6_UWcp14_3C_2,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.670385,0.005775,9,12.56145338,1.67,0.147,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150122_2_4C_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.63909,0.009966584,6,12.8328978,0.05,0.005,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150122_5_20C_CA_13,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.618548,0.005448188,24,11.32526912,1.03,0.078,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150122_7_4C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.65172333,0.002018657,6,12.8328978,0.05,0.005,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150205_8_8C_CA_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.644125,0.006245,9,12.56145338,0.12,0.011,,,25/90,,,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150212_6_8C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66824,0.007297194,9,12.56145338,0.12,0.011,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150212_7_20C_G_14,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.606345,0.005655,21,11.55745722,0.49,0.038,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150309_2_4C_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.65587333,0.016700164,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150309_7_8C_CA_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66215,0.008562969,13,12.21272279,0.12,0.01,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150410_3_20C_Z_15,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.6475825,0.006720452,20,11.63644183,1.45,0.114,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150410_6_20C_CA_16,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.6538075,0.009160033,23,11.40188158,0.42,0.032,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150422_7_4C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.68414,0.00432,6,12.8328978,0.05,0.005,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150601_4_20C_Z_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.62583667,0.014658197,22,11.47927407,0.17,0.013,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150601_8_8C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.675015,0.001725,9,12.56145338,0.15,0.013,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150618_4_50C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.53446,0.01445,50,9.576166301,0.83,0.049,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150618_6_30C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.549175,0.015925,36,10.46312704,0.49,0.033,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150618_7_4C_Z_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.66890333,0.009982253,4,13.01877838,0.33,0.031,,,25/90,,Petersen,CDES,Large,Synthetic,
2017,Kelson,,,,,,,,,150715_11_50C_Z_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.54084,0.01394,50,9.576166301,1,0.059,,,25/90,,Petersen,CDES,Large,Synthetic,
2015,Kele,Bivalve,Arctica,Arctica islandica,Arctica,Arctica islandica,,,,Artic Islandica,A,ETH,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,12,0.665,0.012881951,6,12.8328978,1,0.091,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,Brachiopod,Dyscolia,Dyscolia wyvillei,Dyscolia,Dyscolia wyvillei,,,,Dyscolia,C,ETH,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.647,0.007897549,10,12.47288356,1,0.088,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,Eggshell,Struthio,Struthio camelus,Struthio,Struthio camelus,,,,Ostrich,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.568,0.006320967,38,10.32905023,0.6,0.04,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Acqua Borra,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.565,0.012,36.1,10.45636136,0.1,0.007,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Tra-1 Bagnoli,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,32,0.591,0.008,23.7,11.34817158,0.1,0.008,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Tra 1,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.542,0.006,44.6,9.904416193,0.1,0.006,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Buk-4,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.53,0.008,54.9,9.29222925,0.1,0.006,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Canarian,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.566,0.01,33.8,10.61364908,0.1,0.007,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Cannatopa tufa,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.653,0.006,11,12.3852472,0.1,0.009,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Igal,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.469,0.007,75,8.250251751,0.1,0.005,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Kor 13/0,A,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.461,0.006,79.2,8.054738553,0.1,0.005,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,La Pigna tufa,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,31,0.643,0.008,12.5,12.25551436,0.1,0.009,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,P5 summer,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,38,0.637,0.006,12,12.29853123,0.1,0.009,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,P5 winter,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,43,0.637,0.008,5.6,12.86975407,0.1,0.009,,,70,,Bernasconi,ICDES,Small,Neither,
2015,Kele,,,,,,,,,Palagio,A,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.599,0.008,22.7,11.42501694,0.1,0.008,,,70,,Bernasconi,ICDES,Small,Neither,
