"","targetMaterialColumn","dataset","model","median","lwr","upr"
"1","Teeth","Teeth","BLM1_fit",-5895.23394958726,-6045.92520727094,-5731.92353538041
"2","Teeth","Teeth","BLM1_fit_NoErrors",-4548.85237525254,-4683.76716715968,-4417.30975342698
"3","Teeth","Teeth","BLM3_fit",-5873.08315639141,-6029.04406678155,-5716.81694061279
"4","Teeth","2","BLM1_fit",-6384.86429054917,-6555.79736560089,-6236.12143780814
"5","Teeth","2","BLM1_fit_NoErrors",-4035.38960447054,-4146.85314043343,-3928.40071886172
"6","Teeth","1","BLM1_fit",-136.843868394603,-152.693016361424,-121.751146236494
"7","Teeth","1","BLM1_fit_NoErrors",-112.204895553926,-115.818378579982,-107.288186681029
