"","targetMaterialColumn","dataset","R2 type","model","median","lwr","upr"
"1","Forams","Forams","Conditional","BLM1_fit",0.945692077467377,0.9384818563181,0.955098566041637
"2","Forams","Forams","Conditional","BLM1_fit_NoErrors",0.946191167123872,0.938865432149194,0.955006092830049
"3","Forams","Forams","Conditional","BLM3_fit",0.996779119588384,0.996189309473486,0.997199283234564
"4","Forams","Forams","Marginal","BLM3_fit",0.0354429463211031,0.0337036474546618,0.0363986035700188
"5","Forams","2","BLM1_fit",NA,0.967001638025687,0.961303848373878,0.968070033587463
"6","Forams","2","BLM1_fit_NoErrors",NA,0.967302557581457,0.965482348338197,0.968136902849816
"7","Forams","1","BLM1_fit",NA,0.616969676616356,0.365150187419905,0.703505836165013
"8","Forams","1","BLM1_fit_NoErrors",NA,0.661637738818504,0.563369785197135,0.716690226690732
