"","Material","Freq","Model","elpd_diff","se_diff"
"1","Mollusk",152,"BLM1_NE",-5009.67227350364,44.2972510810131
"2","Mollusk",152,"BLM1_E",-994339.432994732,8799.76986609026
"3","Mollusk",152,"BLM3",0,0
"4","NonMollusk",855,"BLM1_E",-1687850.00454607,17602.5477718698
"5","NonMollusk",855,"BLM3",0,0
"6","NonMollusk",855,"BLM1_NE",-4533.9771866683,49.0663124790999
"7","Full",1007,"BLM3",0,0
"8","Full",1007,"BLM1_NE",-511.454105177128,11.1707053787206
"9","Full",1007,"BLM1_E",-4112114.10267498,36616.4498670162
