"","Material","Freq","Model","elpd_diff","se_diff"
"1","Forams",260,"BLM3",0,0
"2","Forams",260,"BLM1_NE",-19666.9651346347,110.939183499564
"3","Forams",260,"BLM1_E",-1969882.99436551,11596.9518804602
"4","Synthetic",246,"BLM1_NE",0,0
"5","Synthetic",246,"BLM3",-8291.14413960317,203.861957624169
"6","Synthetic",246,"BLM1_E",-5527487.01946898,145327.148294155
"7","Full",506,"BLM3",0,0
"8","Full",506,"BLM1_NE",-9199.04585175734,127.277719153723
"9","Full",506,"BLM1_E",-6918324.64891273,91363.652761033
