"","Material","Freq","Model","elpd_diff","se_diff"
"1","NonCorals",906,"BLM1_NE",0,0
"2","NonCorals",906,"BLM3",-8383.17383114876,78.5246065017585
"3","NonCorals",906,"BLM1_E",-2988681.52064838,25904.8506061647
"4","Full",906,"BLM3",0,0
"5","Full",906,"BLM1_NE",-3384.12244904551,50.882027557883
"6","Full",906,"BLM1_E",-1883736.52254511,16953.7636357825
